"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","3","597","0.5%",""
"X.ILI.ETR","East Tennessee Region","5","7","42","2125","2.0%","higher"
"X.ILI.JMR","Jackson-Madison County","1","1","7","621","1.1%",""
"X.ILI.KKR","Knoxville-Knox County","2","4","21","1819","1.2%",""
"X.ILI.MCR","Mid-Cumberland Region","7","10","6","933","0.6%",""
"X.ILI.MSR","Shelby County (Memphis)","0","3","0","0","0.0%","n/a"
"X.ILI.NDR","Nashville-Davidson County","4","5","18","1124","1.6%",""
"X.ILI.NER","Northeast Region","3","3","2","231","0.9%",""
"X.ILI.SCR","South Central Region","3","3","2","220","0.9%",""
"X.ILI.SER","Southeast Region","4","5","4","827","0.5%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","0","532","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","4","0","567","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","4","357","1.1%",""
