"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","37","640","5.8%",""
"X.ILI.ETR","East Tennessee Region","6","7","88","3299","2.7%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","58","1298","4.5%",""
"X.ILI.KKR","Knoxville-Knox County","3","5","95","917","10.4%","higher"
"X.ILI.MCR","Mid-Cumberland Region","9","10","74","1515","4.9%",""
"X.ILI.MSR","Shelby County (Memphis)","1","2","2","69","2.9%",""
"X.ILI.NDR","Nashville-Davidson County","4","4","188","1546","12.2%","higher"
"X.ILI.NER","Northeast Region","2","3","1","488","0.2%","lower"
"X.ILI.SCR","South Central Region","2","3","1","185","0.5%","lower"
"X.ILI.SER","Southeast Region","4","5","28","974","2.9%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","4","208","1.9%",""
"X.ILI.UCR","Upper Cumberland Region","5","5","14","971","1.4%","lower"
"X.ILI.WTR","West Tennessee Region","5","6","3","367","0.8%","lower"
