"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","5","0","543","0.0%",""
"X.ILI.ETR","East Tennessee Region","5","7","0","2603","0.0%",""
"X.ILI.JMR","Jackson-Madison County","1","1","1","808","0.1%",""
"X.ILI.KKR","Knoxville-Knox County","1","4","0","345","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","7","11","1","504","0.2%",""
"X.ILI.MSR","Shelby County (Memphis)","2","9","0","714","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","4","6","2","850","0.2%","higher"
"X.ILI.NER","Northeast Region","1","3","0","80","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","327","0.0%",""
"X.ILI.SER","Southeast Region","3","5","0","397","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","2","0","0","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","3","5","0","372","0.0%",""
"X.ILI.WTR","West Tennessee Region","5","6","0","456","0.0%",""
