"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","5","5","0","703","0.0%",""
"X.ILI.ETR","East Tennessee Region","5","7","3","1115","0.3%",""
"X.ILI.JMR","Jackson-Madison County","1","1","7","969","0.7%",""
"X.ILI.KKR","Knoxville-Knox County","3","4","4","1319","0.3%",""
"X.ILI.MCR","Mid-Cumberland Region","8","11","8","1162","0.7%",""
"X.ILI.MSR","Shelby County (Memphis)","2","9","0","130","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","6","6","16","1909","0.8%","higher"
"X.ILI.NER","Northeast Region","2","3","0","234","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","326","0.0%",""
"X.ILI.SER","Southeast Region","4","5","2","902","0.2%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","2","0","0","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","5","1","666","0.2%",""
"X.ILI.WTR","West Tennessee Region","5","6","1","409","0.2%",""
