"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","5","2","474","0.4%",""
"X.ILI.ETR","East Tennessee Region","7","7","9","2560","0.4%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","36","909","4.0%","higher"
"X.ILI.KKR","Knoxville-Knox County","3","4","1","685","0.1%","lower"
"X.ILI.MCR","Mid-Cumberland Region","6","10","2","920","0.2%","lower"
"X.ILI.MSR","Shelby County (Memphis)","1","5","0","67","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","3","6","37","922","4.0%","higher"
"X.ILI.NER","Northeast Region","0","3","0","0","0.0%",""
"X.ILI.SCR","South Central Region","3","3","1","288","0.3%",""
"X.ILI.SER","Southeast Region","3","4","1","283","0.4%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","1","236","0.4%",""
"X.ILI.UCR","Upper Cumberland Region","3","5","3","383","0.8%",""
"X.ILI.WTR","West Tennessee Region","5","6","1","367","0.3%",""
