"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","0","783","0.0%",""
"X.ILI.ETR","East Tennessee Region","3","7","4","423","1.0%","higher"
"X.ILI.JMR","Jackson-Madison County","2","2","3","559","0.5%",""
"X.ILI.KKR","Knoxville-Knox County","1","4","1","994","0.1%",""
"X.ILI.MCR","Mid-Cumberland Region","6","11","1","775","0.1%",""
"X.ILI.MSR","Shelby County (Memphis)","2","6","0","251","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","2","5","4","660","0.6%",""
"X.ILI.NER","Northeast Region","3","3","3","239","1.3%","higher"
"X.ILI.SCR","South Central Region","3","3","0","267","0.0%",""
"X.ILI.SER","Southeast Region","2","5","0","368","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","1","340","0.3%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","1","482","0.2%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","325","0.0%",""
