"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","5","644","0.8%",""
"X.ILI.ETR","East Tennessee Region","8","8","48","2848","1.7%","higher"
"X.ILI.JMR","Jackson-Madison County","1","1","6","468","1.3%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","4","1212","0.3%","lower"
"X.ILI.MCR","Mid-Cumberland Region","9","9","0","1106","0.0%","lower"
"X.ILI.MSR","Shelby County (Memphis)","1","6","0","61","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","3","6","35","1061","3.3%","higher"
"X.ILI.NER","Northeast Region","2","2","0","311","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","293","0.0%",""
"X.ILI.SER","Southeast Region","4","4","3","717","0.4%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","3","355","0.8%",""
"X.ILI.UCR","Upper Cumberland Region","4","5","0","493","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","2","395","0.5%",""
