"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","5","0","282","0.0%",""
"X.ILI.ETR","East Tennessee Region","2","7","0","766","0.0%",""
"X.ILI.JMR","Jackson-Madison County","0","0","0","0","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","0","675","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","7","10","0","582","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","1","5","0","37","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","2","6","0","362","0.0%",""
"X.ILI.NER","Northeast Region","2","3","0","228","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","209","0.0%",""
"X.ILI.SER","Southeast Region","4","4","0","406","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","128","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","5","1","513","0.2%","higher"
"X.ILI.WTR","West Tennessee Region","4","6","0","155","0.0%",""
