"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","19","930","2.0%","lower"
"X.ILI.ETR","East Tennessee Region","7","8","209","2970","7.0%","higher"
"X.ILI.JMR","Jackson-Madison County","1","1","24","569","4.2%",""
"X.ILI.KKR","Knoxville-Knox County","2","4","12","1113","1.1%","lower"
"X.ILI.MCR","Mid-Cumberland Region","10","10","20","1021","2.0%","lower"
"X.ILI.MSR","Shelby County (Memphis)","6","10","130","1728","7.5%","higher"
"X.ILI.NDR","Nashville-Davidson County","3","6","52","940","5.5%",""
"X.ILI.NER","Northeast Region","2","3","5","195","2.6%",""
"X.ILI.SCR","South Central Region","3","3","2","263","0.8%","lower"
"X.ILI.SER","Southeast Region","4","5","18","468","3.8%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","7","628","1.1%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","4","6","692","0.9%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","9","444","2.0%","lower"
