"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","1","696","0.1%",""
"X.ILI.ETR","East Tennessee Region","3","8","0","1346","0.0%","lower"
"X.ILI.JMR","Jackson-Madison County","1","0","3","447","0.7%",""
"X.ILI.KKR","Knoxville-Knox County","2","4","5","656","0.8%",""
"X.ILI.MCR","Mid-Cumberland Region","6","9","2","1013","0.2%",""
"X.ILI.MSR","Shelby County (Memphis)","1","5","0","44","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","3","6","39","1478","2.6%","higher"
"X.ILI.NER","Northeast Region","2","2","3","334","0.9%",""
"X.ILI.SCR","South Central Region","3","3","1","286","0.3%",""
"X.ILI.SER","Southeast Region","3","4","0","497","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","223","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","5","5","3","1041","0.3%",""
"X.ILI.WTR","West Tennessee Region","4","6","0","242","0.0%",""
