"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","599","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","6","7","56","2676","2.1%","higher"
"X.ILI.JMR","Jackson-Madison County","1","1","25","593","4.2%","higher"
"X.ILI.KKR","Knoxville-Knox County","3","3","6","1649","0.4%","lower"
"X.ILI.MCR","Mid-Cumberland Region","7","11","0","1128","0.0%","lower"
"X.ILI.MSR","Shelby County (Memphis)","7","12","48","888","5.4%","higher"
"X.ILI.NDR","Nashville-Davidson County","3","6","0","812","0.0%","lower"
"X.ILI.NER","Northeast Region","3","4","14","223","6.3%","higher"
"X.ILI.SCR","South Central Region","3","3","0","218","0.0%",""
"X.ILI.SER","Southeast Region","3","4","0","371","0.0%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","1","0","0","0.0%","n/a"
"X.ILI.UCR","Upper Cumberland Region","4","4","1","630","0.2%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","0","296","0.0%","lower"
