"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","444","0.0%",""
"X.ILI.ETR","East Tennessee Region","8","8","8","2289","0.4%",""
"X.ILI.JMR","Jackson-Madison County","1","2","0","454","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","3","4","5","1209","0.4%",""
"X.ILI.MCR","Mid-Cumberland Region","8","10","1","926","0.1%",""
"X.ILI.MSR","Shelby County (Memphis)","1","5","0","69","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","3","5","0","239","0.0%",""
"X.ILI.NER","Northeast Region","3","3","0","268","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","195","0.0%",""
"X.ILI.SER","Southeast Region","5","5","0","769","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","315","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","443","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","260","0.0%",""
