"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","11","648","1.7%",""
"X.ILI.ETR","East Tennessee Region","6","8","38","2145","1.8%",""
"X.ILI.JMR","Jackson-Madison County","1","1","7","442","1.6%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","9","1160","0.8%","lower"
"X.ILI.MCR","Mid-Cumberland Region","10","10","23","1099","2.1%",""
"X.ILI.MSR","Shelby County (Memphis)","0","10","0","0","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","4","6","51","998","5.1%","higher"
"X.ILI.NER","Northeast Region","2","3","0","156","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","237","0.0%","lower"
"X.ILI.SER","Southeast Region","5","5","20","800","2.5%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","218","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","4","3","397","0.8%",""
"X.ILI.WTR","West Tennessee Region","6","6","2","411","0.5%","lower"
