"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","0","708","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","6","7","97","2500","3.9%","higher"
"X.ILI.JMR","Jackson-Madison County","1","1","50","583","8.6%","higher"
"X.ILI.KKR","Knoxville-Knox County","3","3","17","1687","1.0%","lower"
"X.ILI.MCR","Mid-Cumberland Region","7","11","0","449","0.0%","lower"
"X.ILI.MSR","Shelby County (Memphis)","7","12","69","733","9.4%","higher"
"X.ILI.NDR","Nashville-Davidson County","3","6","9","715","1.3%","lower"
"X.ILI.NER","Northeast Region","3","5","3","242","1.2%",""
"X.ILI.SCR","South Central Region","3","3","1","217","0.5%","lower"
"X.ILI.SER","Southeast Region","3","4","0","332","0.0%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","1","0","0","0.0%","n/a"
"X.ILI.UCR","Upper Cumberland Region","4","4","2","543","0.4%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","0","243","0.0%","lower"
