"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","13","647","2.0%","lower"
"X.ILI.ETR","East Tennessee Region","7","7","176","4511","3.9%",""
"X.ILI.JMR","Jackson-Madison County","1","1","59","1342","4.4%",""
"X.ILI.KKR","Knoxville-Knox County","3","5","101","1093","9.2%","higher"
"X.ILI.MCR","Mid-Cumberland Region","9","10","88","1806","4.9%","higher"
"X.ILI.MSR","Shelby County (Memphis)","2","2","9","754","1.2%","lower"
"X.ILI.NDR","Nashville-Davidson County","2","4","78","1243","6.3%","higher"
"X.ILI.NER","Northeast Region","3","3","4","675","0.6%","lower"
"X.ILI.SCR","South Central Region","1","3","1","112","0.9%",""
"X.ILI.SER","Southeast Region","3","5","33","930","3.5%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","225","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","5","34","1243","2.7%","lower"
"X.ILI.WTR","West Tennessee Region","5","6","9","1008","0.9%","lower"
