"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","9","839","1.1%",""
"X.ILI.ETR","East Tennessee Region","7","8","135","2263","6.0%","higher"
"X.ILI.JMR","Jackson-Madison County","1","2","23","497","4.6%","higher"
"X.ILI.KKR","Knoxville-Knox County","4","4","69","6710","1.0%","lower"
"X.ILI.MCR","Mid-Cumberland Region","8","10","9","439","2.1%",""
"X.ILI.MSR","Shelby County (Memphis)","1","5","3","122","2.5%",""
"X.ILI.NDR","Nashville-Davidson County","3","6","5","363","1.4%",""
"X.ILI.NER","Northeast Region","3","3","0","295","0.0%","lower"
"X.ILI.SCR","South Central Region","3","3","0","207","0.0%","lower"
"X.ILI.SER","Southeast Region","4","5","7","410","1.7%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","388","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","4","0","537","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","0","312","0.0%","lower"
