"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","0","492","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","5","7","32","1749","1.8%","higher"
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","1","3","4","575","0.7%",""
"X.ILI.MCR","Mid-Cumberland Region","9","11","9","691","1.3%",""
"X.ILI.MSR","Shelby County (Memphis)","10","12","23","1120","2.1%","higher"
"X.ILI.NDR","Nashville-Davidson County","1","6","0","21","0.0%",""
"X.ILI.NER","Northeast Region","2","3","1","101","1.0%",""
"X.ILI.SCR","South Central Region","3","3","0","148","0.0%",""
"X.ILI.SER","Southeast Region","3","5","0","184","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","185","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","319","0.0%",""
"X.ILI.WTR","West Tennessee Region","5","6","0","186","0.0%",""
