"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","461","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","7","8","84","2192","3.8%","higher"
"X.ILI.JMR","Jackson-Madison County","1","2","6","520","1.2%",""
"X.ILI.KKR","Knoxville-Knox County","3","4","4","1373","0.3%","lower"
"X.ILI.MCR","Mid-Cumberland Region","9","10","11","985","1.1%",""
"X.ILI.MSR","Shelby County (Memphis)","0","5","0","0","0.0%","n/a"
"X.ILI.NDR","Nashville-Davidson County","3","5","2","523","0.4%",""
"X.ILI.NER","Northeast Region","3","3","2","269","0.7%",""
"X.ILI.SCR","South Central Region","3","3","0","237","0.0%",""
"X.ILI.SER","Southeast Region","5","5","1","780","0.1%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","366","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","4","1","535","0.2%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","0","351","0.0%","lower"
