"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","5","2","460","0.4%",""
"X.ILI.ETR","East Tennessee Region","5","7","8","1954","0.4%",""
"X.ILI.JMR","Jackson-Madison County","1","1","19","883","2.2%","higher"
"X.ILI.KKR","Knoxville-Knox County","2","4","0","368","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","9","12","8","712","1.1%",""
"X.ILI.MSR","Shelby County (Memphis)","2","9","0","123","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","3","6","15","677","2.2%","higher"
"X.ILI.NER","Northeast Region","1","3","0","202","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","240","0.0%",""
"X.ILI.SER","Southeast Region","2","5","0","131","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","249","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","5","1","630","0.2%",""
"X.ILI.WTR","West Tennessee Region","6","6","1","599","0.2%",""
