"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","5","20","579","3.5%","lower"
"X.ILI.ETR","East Tennessee Region","7","7","243","3605","6.7%",""
"X.ILI.JMR","Jackson-Madison County","1","1","109","972","11.2%","higher"
"X.ILI.KKR","Knoxville-Knox County","2","4","51","863","5.9%",""
"X.ILI.MCR","Mid-Cumberland Region","7","10","90","1388","6.5%",""
"X.ILI.MSR","Shelby County (Memphis)","3","5","2","766","0.3%","lower"
"X.ILI.NDR","Nashville-Davidson County","3","6","214","1677","12.8%","higher"
"X.ILI.NER","Northeast Region","2","3","3","365","0.8%","lower"
"X.ILI.SCR","South Central Region","3","3","2","317","0.6%","lower"
"X.ILI.SER","Southeast Region","4","4","59","855","6.9%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","16","298","5.4%",""
"X.ILI.UCR","Upper Cumberland Region","4","5","20","830","2.4%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","4","406","1.0%","lower"
