"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","0","855","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","5","7","14","2183","0.6%",""
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","1","3","4","1292","0.3%",""
"X.ILI.MCR","Mid-Cumberland Region","9","11","8","1209","0.7%",""
"X.ILI.MSR","Shelby County (Memphis)","8","12","17","759","2.2%","higher"
"X.ILI.NDR","Nashville-Davidson County","3","5","6","1074","0.6%",""
"X.ILI.NER","Northeast Region","3","3","1","215","0.5%",""
"X.ILI.SCR","South Central Region","3","3","0","227","0.0%",""
"X.ILI.SER","Southeast Region","4","5","1","473","0.2%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","1","0","0","0.0%","n/a"
"X.ILI.UCR","Upper Cumberland Region","4","4","1","383","0.3%",""
"X.ILI.WTR","West Tennessee Region","6","6","1","303","0.3%",""
