"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","489","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","5","7","34","1971","1.7%",""
"X.ILI.JMR","Jackson-Madison County","1","1","12","545","2.2%","higher"
"X.ILI.KKR","Knoxville-Knox County","3","3","4","943","0.4%","lower"
"X.ILI.MCR","Mid-Cumberland Region","8","11","0","601","0.0%","lower"
"X.ILI.MSR","Shelby County (Memphis)","7","12","33","705","4.7%","higher"
"X.ILI.NDR","Nashville-Davidson County","3","6","1","294","0.3%",""
"X.ILI.NER","Northeast Region","3","4","0","238","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","208","0.0%",""
"X.ILI.SER","Southeast Region","3","4","0","150","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","1","0","0","0.0%","n/a"
"X.ILI.UCR","Upper Cumberland Region","3","4","0","408","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","0","251","0.0%",""
