"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","2","499","0.4%",""
"X.ILI.ETR","East Tennessee Region","6","9","38","1852","2.1%","higher"
"X.ILI.JMR","Jackson-Madison County","1","1","4","595","0.7%",""
"X.ILI.KKR","Knoxville-Knox County","1","3","8","90","8.9%","higher"
"X.ILI.MCR","Mid-Cumberland Region","8","14","3","892","0.3%",""
"X.ILI.MSR","Shelby County (Memphis)","1","4","1","160","0.6%",""
"X.ILI.NDR","Nashville-Davidson County","8","11","11","1548","0.7%",""
"X.ILI.NER","Northeast Region","2","5","0","92","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","248","0.0%",""
"X.ILI.SER","Southeast Region","3","4","1","358","0.3%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","349","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","3","4","0","234","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","1","364","0.3%",""
