id,x,y
22,605,0
22,604,0
22,604,3
22,602,5
22,602,8
22,600,10
22,600,13
22,598,15
22,598,18
22,596,20
22,596,23
22,594,25
22,594,28
22,592,30
22,592,33
22,590,35
22,590,38
22,588,41
22,588,43
22,586,45
22,586,48
22,584,50
22,584,53
22,582,55
22,582,58
22,580,60
22,580,63
22,578,65
22,578,68
22,576,70
22,576,73
22,574,75
22,574,78
22,572,80
22,572,83
22,570,85
22,570,88
22,568,91
22,568,93
22,566,95
22,566,98
22,564,100
22,564,103
22,562,105
22,562,108
22,560,110
22,560,113
22,558,115
22,558,118
22,556,120
22,556,123
22,554,125
22,554,128
22,552,130
22,552,133
22,550,135
22,550,138
22,548,141
22,548,143
22,546,145
22,546,148
22,542,156
22,542,159
22,540,161
22,540,163
22,538,166
22,538,169
22,536,171
22,536,174
22,532,182
22,532,185
22,530,187
22,530,190
22,528,192
22,528,196
22,526,198
22,526,201
22,524,204
22,524,207
22,522,209
22,522,213
22,520,215
22,520,219
22,518,221
22,518,225
22,516,228
22,516,232
22,516,228
22,518,226
22,518,221
22,520,219
22,520,215
22,522,213
22,522,209
22,524,207
22,524,204
22,526,201
22,526,198
22,528,196
22,528,193
22,530,190
22,530,187
22,532,185
22,532,182
22,534,180
22,534,177
22,536,174
22,536,171
22,538,169
22,538,166
22,540,164
22,540,161
22,542,159
22,542,156
22,544,154
22,544,151
22,546,148
22,546,145
22,548,143
22,548,141
22,550,139
22,550,136
22,552,134
22,552,131
22,554,128
22,554,125
22,556,123
22,556,120
22,558,118
22,558,116
22,560,114
22,560,111
22,562,109
22,562,106
22,566,98
22,566,95
22,568,93
22,568,91
22,570,89
22,570,86
22,572,84
22,572,81
22,574,78
22,574,75
22,576,73
22,576,70
22,578,68
22,578,66
22,580,64
22,580,61
22,582,59
22,582,56
22,586,48
22,586,45
22,588,43
22,588,41
22,590,39
22,590,36
22,592,34
22,592,31
22,594,28
22,594,25
22,596,23
22,596,20
22,598,18
22,598,15
22,600,13
22,600,10
22,602,8
22,602,5
22,604,3
22,604,1
