Total,6.320.446,476,304,270,252,255,178,132,157,206,188,141,99,2.658
BairrodeResidênciaIgnorado**,0,5,14,13,17,5,2,2,3,9,7,7,14,98
ÁreaProgramática1.0,297.976,25,22,21,14,11,15,5,3,10,7,5,2,140
IPortuária,48.664,1,0,8,2,1,1,0,0,3,1,0,0,17
Saúde,2.749,0,0,0,1,0,0,0,0,0,0,0,0,1
Gamboa,13.108,1,0,0,0,0,0,0,0,0,0,0,0,1
SantoCristo,12.330,0,0,2,0,0,1,0,0,0,0,0,0,3
Caju,20.477,0,0,6,1,1,0,0,0,3,1,0,0,12
IICentro,41.142,5,6,1,3,2,3,1,2,1,0,0,0,24
Centro,41.142,5,6,1,3,2,3,1,2,1,0,0,0,24
IIIRioComprido,78.975,5,4,3,3,0,2,1,1,2,4,0,0,25
Catumbi,12.556,2,0,0,1,0,1,0,0,1,0,0,0,5
RioComprido,43.764,3,4,1,0,0,1,1,0,1,1,0,0,12
CidadeNova,5.466,0,0,1,0,0,0,0,0,0,1,0,0,2
Estácio,17.189,0,0,1,2,0,0,0,1,0,2,0,0,6
VIISãoCristóvão,84.908,9,4,6,3,1,1,2,0,2,1,1,2,32
SãoCristóvão,26.510,6,2,3,2,1,0,0,0,1,0,1,1,17
Mangueira,17.835,0,1,1,0,0,1,1,0,0,0,0,1,5
Benfica,25.081,3,1,2,1,0,0,1,0,1,1,0,0,10
VascodaGama,15.482,0,0,0,0,0,0,0,0,0,0,0,0,0
XXIPaquetá,3.361,0,1,0,3,4,3,0,0,0,0,0,0,11
Paquetá,3.361,0,1,0,3,4,3,0,0,0,0,0,0,11
XXIIISantaTeresa,40.926,5,7,3,0,3,5,1,0,2,1,4,0,31
SantaTeresa,40.926,5,7,3,0,3,5,1,0,2,1,4,0,31
ÁreaProgramática2.1,638.050,33,35,23,23,9,17,13,4,9,11,13,15,205
IVBotafogo,239.729,21,25,12,12,6,5,6,2,4,3,7,6,109
Flamengo,50.043,4,1,0,1,1,1,0,0,0,0,1,0,9
Glória,9.661,4,4,1,0,1,0,0,0,1,0,1,0,12
Laranjeiras,45.554,3,3,0,0,2,0,1,1,0,0,1,2,13
