"SaúdeGamboa","2.74913.108","01","21","02","03","05","01","01","00","00","00","00","00","214"
"Santo Cristo","12.330","0","4","2","0","0","0","0","1","0","3","0","0","10"
"Caju","20.477","4","7","1","4","1","0","1","0","0","1","0","1","20"
"II Centro","41.142","6","9","4","7","1","2","1","1","1","1","2","0","35"
"Centro","41.142","6","9","4","7","1","2","1","1","1","1","2","0","35"
"III Rio Comprido","78.975","30","22","18","7","2","2","2","2","3","5","1","2","96"
"Catumbi","12.556","5","7","6","2","0","0","0","1","0","0","1","0","22"
"Rio Comprido","43.764","17","7","11","2","2","2","1","1","2","2","0","1","48"
"Cidade Nova","5.466","1","4","0","1","0","0","0","0","0","0","0","0","6"
"Estácio","17.189","7","4","1","2","0","0","1","0","1","3","0","1","20"
"VII São Cristóvão","84.908","10","11","2","6","4","1","4","1","1","2","0","2","44"
"São Cristóvão","26.510","4","6","2","3","2","1","4","1","0","1","0","1","25"
"Mangueira","17.835","1","2","0","0","0","0","0","0","0","0","0","0","3"
"Benfica","25.081","5","3","0","3","2","0","0","0","1","1","0","1","16"
"Vasco da Gama ***","15.482","0","0","0","0","0","0","0","0","0","0","0","0","0"
"XXI Paquetá","3.361","0","1","0","0","0","0","0","0","0","0","1","0","2"
"Paquetá","3.361","0","1","0","0","0","0","0","0","0","0","1","0","2"
"XXIII Santa Teresa","40.926","6","5","4","7","6","2","4","1","0","5","2","5","47"
"Santa Teresa","40.926","6","5","4","7","6","2","4","1","0","5","2","5","47"

"Área Programática, Regiões A","População dministrativas e BairrosCenso 2010","Jan","Fev","Mar","Abr","Mai","Jun","Jul","Ago","Set","Out","Nov","Dez","Total"
"Jardim Carioca","24.848","1","3","4","3","0","0","0","0","1","1","0","1","14"
"Tauá","29.567","4","3","2","0","2","0","0","0","0","0","0","1","12"
"Moneró","6.476","1","0","2","2","1","0","1","0","1","1","0","0","9"
"Portuguesa","23.856","1","0","0","0","0","0","0","0","2","0","0","0","3"
"Galeão","22.971","4","3","2","4","0","3","0","0","0","0","0","0","16"
"Cidade Universitária","1.556","0","0","0","0","0","0","0","0","0","0","0","0","0"
"XXIX Complexo do Alemão","69.143","9","5","14","3","0","1","0","0","0","0","1","2","35"
"Complexo do Alemão","69.143","9","5","14","3","0","1","0","0","0","0","1","2","35"
"XXX Maré","129.770","1","5","2","0","0","1","0","0","0","0","0","0","9"
"Maré","129.770","1","5","2","0","0","1","0","0","0","0","0","0","9"
"Área Programática 3.2","569.970","50","45","28","15","9","3","6","13","9","4","6","5","193"
"XII Inhaúma","134.349","18","17","7","1","1","0","2","4","4","1","3","2","60"
"Higienópolis","15.734","2","2","1","1","0","0","0","1","0","0","0","0","7"
"Maria da Graça","7.972","4","3","2","0","0","0","1","0","1","0","1","0","12"
"Del Castilho","15.610","0","0","0","0","0","0","0","1","0","0","0","0","1"
"Inhaúma","45.698","2","1","0","0","0","0","0","0","1","0","0","0","4"
"Engenho da Rainha","26.659","6","7","1","0","1","0","0","1","2","1","2","0","21"
"Tomas Coelho","22.676","2","3","3","0","0","0","0","1","0","0","0","2","11"
"XIII Méier","397.782","2","1","0","0","0","0","1","0","0","0","0","0","4"
"Jacaré","9.276","32","27","21","14","7","3","4","9","5","3","3","3","131"
"São Francisco Xavier","8.343","0","0","0","0","0","0","0","0","0","0","0","1","1"
"Rocha","8.766","0","1","0","1","2","0","0","0","1","0","1","0","6"
"Riachuelo","12.653","2","1","1","0","1","0","1","0","0","0","0","0","6"
"Sampaio","10.895","2","4","2","2","0","0","0","0","0","0","1","0","11"
"Engenho Novo","42.172","2","2","8","1","0","0","0","1","0","0","0","0","14"
"Lins de Vasconcelos","37.487","0","1","1","1","1","0","0","1","1","0","1","0","7"
"Méier","49.828","9","3","5","1","0","3","2","2","0","0","0","1","26"
"Todos ds Santos","24.646","1","1","1","1","1","0","0","0","1","0","0","0","6"
"Cachambi","42.415","7","0","1","1","0","0","0","1","0","1","0","0","11"
"Engenho de Dentro","45.540","1","5","0","4","1","0","0","1","1","0","0","0","13"
"Água Santa","8.756","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Encantado","15.021","0","2","1","0","0","0","0","1","1","0","0","0","5"
"Piedade","43.378","2","5","1","1","0","0","0","1","0","1","0","0","11"
"Abolição","11.356","3","1","0","0","0","0","0","1","0","0","0","0","5"
"Pilares","27.250","3","1","0","1","1","0","1","0","0","1","0","1","9"
"XVIII Jacarezinho","37.839","0","1","0","0","1","0","0","0","0","0","0","0","2"
"Jacarezinho","37.839","0","1","0","0","1","0","0","0","0","0","0","0","2"

"Área Programática, Regiões A","População dministrativas e BairrosCenso 2010","Jan","Fev","Mar","Abr","Mai","Jun","Jul","Ago","Set","Out","Nov","Dez","Total"
