TOTAL,6.291.773,446,152,197,320,382,456,463,479,695,863,1.044,1.031,1.045,1.047,1.256,1.125,974,951,1.073,901,708,555,440,457,400,346,242,242,259,198,138,158,135,129,123,83,124,107,87,108,115,173,202,221,307,307,480,529,519,764,866,910,25.332
ÁREA DE PLANEJAMENTO 1,248.908,27,6,13,33,24,19,13,42,58,73,76,69,65,76,118,112,81,83,83,85,50,56,34,37,30,23,20,16,11,15,8,8,11,15,13,9,13,14,7,12,7,21,19,18,39,22,43,45,42,70,62,70,2.016
I PORTUÁRIA,38.394,6,4,1,11,3,2,0,14,9,16,10,7,9,11,16,13,9,11,10,16,7,8,2,6,2,2,1,1,3,0,2,3,0,0,1,0,3,2,0,1,1,9,5,4,6,6,11,7,7,10,11,10,309
SAÚDE,2.010,2,1,1,3,1,1,0,4,2,1,0,1,2,2,1,2,1,3,3,3,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,1,0,0,1,1,1,4,1,54
GAMBOA,9.909,0,1,0,0,1,0,0,4,0,2,1,3,2,1,3,1,1,1,1,0,1,2,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,2,2,1,3,2,2,46
SANTO CRISTO,8.817,4,0,0,3,0,1,0,0,3,4,1,2,2,5,6,5,1,1,4,6,1,1,0,1,0,1,1,0,1,0,2,0,0,0,0,0,1,0,0,1,0,4,3,2,1,3,5,4,4,3,4,5,96
CAJU,17.658,0,2,0,5,1,0,0,6,4,9,8,1,3,3,6,5,6,6,2,7,3,4,2,1,2,0,0,0,1,0,0,3,0,0,1,0,2,0,0,0,1,1,1,1,2,3,4,0,1,3,1,2,113
II CENTRO,33.378,2,1,2,3,5,6,3,6,13,8,10,14,14,20,25,22,12,14,19,13,5,6,8,3,5,4,8,1,0,3,0,0,1,3,2,1,0,1,2,0,4,0,3,0,5,0,6,2,8,4,10,14,321
CENTRO,33.378,2,1,2,3,5,6,3,6,13,8,10,14,14,20,25,22,12,14,19,13,5,6,8,3,5,4,8,1,0,3,0,0,1,3,2,1,0,1,2,0,4,0,3,0,5,0,6,2,8,4,10,14,321
III RIO COMPRIDO,68.882,8,0,5,10,10,3,3,7,14,24,34,18,16,12,34,31,28,27,21,27,21,13,10,12,14,10,9,8,6,3,4,2,2,8,9,5,5,6,2,2,1,5,3,8,8,5,13,9,11,17,11,15,589
CATUMBI,12.967,1,0,0,3,2,1,1,2,2,4,5,2,3,4,12,8,15,11,8,5,8,4,2,6,6,4,5,5,4,2,1,1,1,3,4,2,0,1,1,2,1,2,3,3,5,2,3,3,3,6,4,3,189
RIO COMPRIDO,31.161,4,0,4,4,3,1,1,1,2,9,16,11,9,4,12,18,7,10,7,13,11,5,3,3,3,4,2,1,0,1,3,0,1,3,3,0,4,3,0,0,0,2,0,3,1,2,7,2,5,4,6,6,224
CIDADE NOVA,4.031,1,0,1,1,0,0,1,3,2,4,6,0,2,0,2,3,3,0,3,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,41
ESTÁCIO,20.722,2,0,0,2,5,1,0,1,8,7,7,5,2,4,8,2,3,6,3,8,2,2,5,3,5,2,1,1,2,0,0,1,0,2,1,3,1,2,0,0,0,1,0,1,2,1,3,4,3,6,1,6,135
VII SÃO CRISTOVÃO,65.395,7,1,5,6,3,5,5,12,13,14,7,13,12,16,24,29,14,11,12,13,10,9,6,5,2,1,1,3,2,3,1,3,5,1,1,2,4,2,1,4,0,5,6,2,11,4,11,20,12,28,22,18,427
SÃO CRISTOVÃO,35.455,4,1,4,2,2,4,3,9,9,9,3,9,9,10,19,19,11,6,8,10,5,5,3,3,2,1,0,2,0,2,1,1,3,1,1,1,2,1,1,2,0,2,3,2,1,2,6,7,1,8,4,6,230
MANGUEIRA,11.311,0,0,1,0,1,0,0,1,2,1,0,2,0,4,2,5,2,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,3,0,1,0,0,0,2,2,38
BENFICA,18.629,3,0,0,4,0,1,2,2,2,4,4,2,3,2,3,5,1,4,4,2,5,2,2,2,0,0,1,1,2,1,0,2,2,0,0,0,2,1,0,2,0,1,2,0,7,2,4,13,11,20,16,10,159
VASCO DA GAMA[1],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XXI PAQUETÁ,3.698,0,0,0,1,0,0,2,0,4,0,2,2,5,3,1,3,4,7,3,3,1,11,3,4,1,1,1,1,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,1,0,1,3,1,79
PAQUETÁ,3.698,0,0,0,1,0,0,2,0,4,0,2,2,5,3,1,3,4,7,3,3,1,11,3,4,1,1,1,1,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,1,0,1,3,1,79
