OswaldoCruz,34.04,11,23,59,66,22,6,3,2,1,3,0,1,197
BentoRibeiro,43.707,10,38,65,102,39,14,7,2,3,1,5,2,288
MarechalHermes,48.061,7,38,63,101,42,16,4,2,3,1,3,2,282
XXIIAnchieta,158318,54,109,234,228,89,38,12,0,2,7,4,6,783
Guadalupe,47.144,16,43,92,111,50,20,6,0,1,4,2,4,349
Anchieta,55.652,28,48,100,66,20,12,6,0,1,3,1,0,285
ParqueAnchieta,26.212,7,7,26,19,4,0,0,0,0,0,1,0,64
RicardodeAlbuquerque,29.31,3,11,16,32,15,6,0,0,0,0,0,2,85
XXVPavuna,208813,52,159,391,353,133,64,27,7,13,1,9,1,1.21
CoelhoNeto,32.423,16,28,73,73,27,9,5,0,1,0,3,0,235
Acari,27.347,6,45,75,52,15,11,4,1,2,0,0,0,211
BarrosFilho,14.049,1,9,23,23,14,4,2,0,0,0,1,0,77
CostaBarros,28.442,5,11,36,28,11,7,3,1,0,0,2,1,105
Pavuna,97.35,24,66,184,177,66,33,13,5,10,1,3,0,582
ParqueColumbia,9202,0,0,0,0,0,0,0,0,0,0,0,0,0
ÁreaProgramática4.0,909.368,511,972,2.543,2.955,584,147,71,21,22,35,41,35,7.937
XviJacarepagua,572.03,389,737,1.64,1.788,312,97,53,11,15,18,35,32,5.127
Jacarepaguá,157.326,37,58,205,210,54,9,2,2,4,4,2,4,591
Anil,24.172,21,25,86,65,18,5,3,1,2,2,3,3,234
GardêniaAzul,17.715,3,22,85,91,19,5,0,0,0,0,0,1,226
Curicica,31.189,15,42,101,137,32,6,4,0,0,1,0,1,339
Freguesia(Jacarepaguá),70.511,39,70,143,201,25,12,12,0,2,3,5,1,513
Pechincha,34.709,37,55,87,107,15,6,3,2,2,1,2,3,320
Taquara,102.126,98,226,336,443,67,24,14,2,0,2,6,4,1.222
Tanque,37.856,36,73,115,97,11,4,0,0,0,2,2,0,340
PraçaSeca,64.147,72,120,373,316,47,19,9,3,4,1,9,11,984
VilaValqueire,32.279,31,46,109,121,24,7,6,1,1,2,6,4,358
XXXIVCidadeDeDeus,36.515,7,19,41,44,14,2,2,0,3,0,0,0,132
CidadedeDeus,36.515,7,19,41,44,14,2,2,0,3,0,0,0,132
XXIVBarraDaTijuca,300.823,115,216,862,1.123,258,48,16,10,4,17,6,3,2.678
Joá,818,2,0,4,2,0,0,0,0,0,0,0,0,8
Itanhangá,38.415,12,21,83,72,27,6,2,2,0,1,3,0,229
BarradaTijuca,135.924,56,94,309,382,54,19,4,4,0,11,2,3,938
Camorim,1.97,2,0,10,10,4,0,1,0,1,0,0,0,28
VargemPequena,27.25,6,11,47,108,21,1,0,0,0,0,0,0,194
VargemGrande,14.039,9,8,63,80,24,1,0,0,0,1,1,0,187
RecreiodosBandeirantes,82.24,28,82,346,468,127,21,9,4,3,4,0,0,1.092
