Cordovil,45.202,4,1,0,1,3,1,0,2,2,2,0,0,16
ParadadeLucas,23.923,4,2,2,0,0,0,0,0,1,2,0,1,12
VigárioGeral,41.82,6,4,1,2,1,1,0,0,1,2,0,1,19
JardimAmérica,25.226,3,3,0,1,6,2,1,1,0,0,0,0,17
XXIlhaDoGovernador,212574,38,11,6,5,4,5,2,2,0,6,3,0,82
Ribeira,3.528,1,0,0,0,0,0,0,0,0,0,0,0,1
Zumbi,2.016,0,0,0,0,0,0,0,0,0,0,0,0,0
Cacuia,11.013,3,0,1,0,0,0,0,1,0,0,0,0,5
Pitangueiras,11.756,1,0,0,0,0,0,0,0,0,0,0,0,1
PraiadaBandeira,5.948,0,0,0,0,0,0,0,0,0,1,0,0,1
Cocotá,4.877,2,2,0,0,0,0,0,0,0,0,0,0,4
Bancários,12.512,1,0,2,1,0,0,0,0,0,2,0,0,6
Freguesia(IlhadoGovernador),19.437,5,1,0,0,0,1,0,0,0,0,0,0,7
JardimGuanabara,32.213,4,2,0,2,0,0,0,0,0,0,1,0,9
JardimCarioca,24.848,5,1,0,0,2,0,0,1,0,0,1,0,10
Tauá,29.567,4,2,1,0,0,1,1,0,0,0,0,0,9
Moneró,6.476,3,0,0,0,0,0,0,0,0,1,1,0,5
Portuguesa,23.856,2,1,2,1,1,2,1,0,0,1,0,0,11
Galeão,22.971,7,2,0,1,0,1,0,0,0,1,0,0,12
CidadeUniversitária,1.556,0,0,0,0,1,0,0,0,0,0,0,0,1
XXIXComplexodoAlemão,69143,11,2,0,1,1,5,3,2,1,2,0,0,28
ComplexodoAlemão,69143,11,2,0,1,1,5,3,2,1,2,0,0,28
XXXMaré,129770,4,1,1,1,0,2,0,0,0,0,1,0,10
Maré,129770,4,1,1,1,0,2,0,0,0,0,1,0,10
ÁreaProgramática3.2,569970,58,29,21,18,13,13,8,15,11,8,7,10,211
XIIInhaúma,134349,11,1,4,4,2,2,3,5,5,2,1,3,43
Higienópolis,15.734,3,0,0,1,1,0,0,0,1,0,0,1,7
MariadaGraça,7.972,1,0,1,0,0,0,0,0,0,0,0,0,2
DelCastilho,15.61,1,1,0,1,0,0,0,1,2,1,0,0,7
Inhaúma,45.698,4,0,1,2,0,0,2,1,1,0,0,2,13
EngenhodaRainha,26.659,0,0,0,0,1,2,0,1,0,0,0,0,4
TomasCoelho,22.676,2,0,2,0,0,0,1,2,1,1,1,0,10
XIIIMéier,397.782,47,27,16,13,9,9,5,9,6,6,5,7,159
Jacaré,9.276,0,2,0,0,0,1,0,1,0,1,0,0,5
SãoFranciscoXavier,8.343,1,0,0,0,1,0,0,0,0,0,0,0,2
Rocha,8.766,1,0,0,0,0,0,1,1,0,0,0,0,3
Riachuelo,12.653,1,0,0,0,0,0,1,0,0,0,0,0,2
Sampaio,10.895,0,1,0,1,1,0,0,1,1,0,1,0,6
