"XIPenha","321887","29","18","13","17","26","41","64","63","98","126","117","157","224","176","131","96","99","74","55","35","20","24","16","11","7","10","7","6","4","3","2","2","7","0","3","0","2","0","1","2","2","3","1","3","3","9","5","3","7","6","8","7","1843"
"Penha","78678","10","2","5","5","9","23","42","43","59","79","79","86","96","72","56","42","30","17","10","5","5","8","5","1","3","1","1","2","2","2","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","2","1","0","0","806"
"PenhaCircular","47816","1","2","0","2","4","3","2","5","1","5","8","22","29","34","26","14","17","8","7","3","0","4","2","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0","0","1","209"
"BrásdePina","59222","11","4","5","1","6","4","3","5","8","11","12","15","32","27","11","10","6","10","10","11","9","3","3","2","1","1","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","225"
"Cordovil","45202","0","3","1","2","1","4","7","4","14","19","5","16","34","24","18","13","27","22","13","6","4","6","0","1","1","2","2","2","0","0","0","0","0","0","0","0","2","0","0","1","1","0","1","1","1","3","2","1","0","0","0","1","265"
"ParadadeLucas","23923","0","3","0","2","3","3","1","1","5","1","1","1","7","5","4","8","4","5","0","2","1","0","3","2","0","0","1","0","1","1","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","2","1","0","1","1","1","1","76"
"VigárioGeral","41820","5","2","1","2","0","1","6","2","5","7","5","4","11","6","13","2","8","6","7","7","0","3","1","3","0","3","0","0","1","0","0","1","3","0","0","0","0","0","0","1","0","1","0","0","2","1","1","1","1","2","3","2","130"
"JardimAmérica","25226","2","2","1","3","3","3","3","3","6","4","7","13","15","8","3","7","7","6","8","1","1","0","2","1","1","2","2","0","0","0","2","0","2","0","0","0","0","0","1","0","0","1","0","0","0","3","0","0","1","2","4","2","132"
"XXIlhaDoGovernador","212574","12","10","4","7","4","6","7","5","6","5","4","6","15","14","14","15","6","7","5","10","4","4","5","3","1","2","2","1","1","2","2","2","0","0","2","0","0","0","0","1","0","1","0","0","1","0","2","2","1","2","2","2","207"
"Ribeira","3528","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"Zumbi","2016","2","2","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7"
"Cacuia","11013","0","1","0","1","0","0","1","1","1","1","0","0","0","0","0","1","0","2","0","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","16"
"Pitangueiras","11756","2","2","1","0","0","0","0","0","0","0","0","1","0","1","2","0","2","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14"
"PraiadaBandeira","5948","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"Cocotá","4877","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"Bancários","12512","0","1","0","0","0","0","1","0","0","0","0","1","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","10"
"Freguesia(IlhadoGovernador)","19437","1","0","0","0","1","0","1","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","1","0","10"
"JardimGuanabara","32213","3","2","3","3","1","1","1","0","0","1","1","0","0","2","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21"
"JardimCarioca","24848","1","0","0","0","1","0","0","0","0","0","0","0","3","2","0","0","0","2","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","13"
"Tauá","29567","1","0","0","0","0","2","0","0","0","1","1","0","1","5","5","2","0","0","0","1","2","2","1","1","0","1","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","31"
"Moneró","6476","1","1","0","1","0","0","0","2","1","0","0","0","0","1","1","2","1","2","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17"
"Portuguesa","23856","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8"
"Galeão","22971","0","1","0","1","1","1","2","1","3","2","2","3","5","0","1","7","1","1","1","3","0","1","1","0","1","0","2","1","0","2","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","47"
