Grumari,167,0,0,0,1,1,0,0,0,0,0,0,0,2
ÁreaProgramática5.1,671.041,429,1.106,2.587,2.274,748,234,92,41,37,42,47,50,7.687
XXXIIIRealengo,243.006,140,352,910,885,290,69,28,8,8,9,9,14,2.722
Deodoro,10.842,5,14,34,31,18,5,1,0,0,0,0,1,109
VilaMilitar,13.184,1,4,7,7,3,0,0,0,0,0,0,0,22
CampodosAfonsos,1.365,1,4,6,1,0,0,0,0,0,0,0,0,12
JardimSulacap,13.062,8,30,61,102,31,6,2,0,1,0,1,2,244
MagalhãesBastos,24.43,8,49,98,62,39,5,4,1,1,0,1,1,269
Realengo,180.123,117,251,704,682,199,53,21,7,6,9,7,10,2.066
XVIIBangu,428.035,289,754,1.677,1.389,458,165,64,33,29,33,38,36,4.965
PadreMiguel,64.228,64,146,272,250,72,28,15,2,3,2,7,6,867
Bangu,243.125,181,503,1.136,922,301,97,32,27,19,21,27,23,3.289
SenadorCamará,105.515,44,105,269,217,85,40,17,4,7,10,4,7,809
Gericino,15.167,0,0,0,0,0,0,0,0,0,0,0,0,0
ÁreaProgramática5.2,665.198,394,772,2.222,2.549,624,144,40,40,13,13,15,9,6.835
XVIIICampoGrande,542.084,204,474,1.242,1.649,312,77,19,27,10,12,12,8,4.046
Santíssimo,41.458,27,65,161,163,40,11,5,8,1,2,4,2,489
CampoGrande,328.37,113,269,754,1.004,202,43,10,13,8,7,6,4,2.433
SenadorVasconcelos,30.6,3,11,20,42,11,3,0,1,0,0,0,1,92
Inhoaíba,64.649,32,50,120,154,24,6,1,1,1,1,1,1,392
Cosmos,77.007,29,79,187,286,35,14,3,4,0,2,1,0,640
XXVIGuaratiba,123.114,190,298,980,900,312,67,21,13,3,1,3,1,2.789
Guaratiba,110.049,99,205,605,604,240,55,14,10,3,1,2,0,1.838
BarradeGuaratiba,3.577,21,12,33,44,10,7,4,1,0,0,0,0,132
PedradeGuaratiba,9.488,70,81,342,252,62,5,3,2,0,0,1,1,819
ÁreaProgramática5.3,368.534,137,329,1.14,947,365,128,40,18,26,20,12,11,3.173
XIXSantaCruz,368.534,137,329,1.14,947,365,128,40,18,26,20,12,11,3.173
Paciência,94.626,52,174,337,204,53,29,10,4,4,5,3,4,879
SantaCruz,217.333,78,141,681,627,271,87,28,12,21,14,9,6,1.975
Sepetiba,56.575,7,14,122,116,41,12,2,2,1,1,0,1,319
