Catete,24.057,4,6,1,4,1,1,0,1,0,1,2,1,22
CosmeVelho,7.178,0,1,1,0,0,0,1,0,0,0,0,0,3
Botafogo,82.89,4,7,8,7,1,1,4,0,2,1,2,3,40
Humaitá,13.285,0,2,0,0,0,2,0,0,1,1,0,0,6
Urca,7.061,2,1,1,0,0,0,0,0,0,0,0,0,4
VCopacabana,161191,7,7,4,3,3,4,3,1,3,4,2,5,46
Leme,14.799,1,1,0,0,0,0,2,1,0,0,0,1,6
Copacabana,146.392,6,6,4,3,3,4,1,0,3,4,2,4,40
VILagoa,167774,4,2,6,6,0,2,1,0,2,4,2,2,31
Ipanema,42.743,1,1,2,1,0,0,0,0,1,1,2,1,10
Leblon,46.044,1,0,1,1,0,0,0,0,0,0,0,0,3
Lagoa,21.198,1,0,0,1,0,0,0,0,0,1,0,0,3
JardimBotânico,18.009,0,0,1,1,0,1,0,0,1,0,0,0,4
Gávea,16.003,0,0,1,1,0,0,0,0,0,1,0,0,3
Vidigal,12.797,1,1,0,1,0,1,1,0,0,1,0,1,7
SãoConrado,10.98,0,0,1,0,0,0,0,0,0,0,0,0,1
XXVIIRocinha,69356,1,1,1,2,0,6,3,1,0,0,2,2,19
Rocinha,69356,1,1,1,2,0,6,3,1,0,0,2,2,19
ÁreaProgramática2.2,371120,44,25,20,11,19,6,19,21,15,15,18,4,217
VIIITijuca,181810,22,17,12,7,10,2,15,12,10,6,2,1,116
PraçadaBandeira,8.662,1,0,0,1,3,1,1,1,2,1,0,0,11
Tijuca,163.805,20,17,12,6,6,1,13,11,7,5,2,1,101
AltodaBoaVista,9.343,1,0,0,0,1,0,1,0,1,0,0,0,4
IXVilaIsabel,189310,22,8,8,4,9,4,4,9,5,9,16,3,101
Maracanã,25.256,7,2,1,1,3,0,0,4,1,1,0,1,21
VilaIsabel,86.018,6,4,5,0,4,3,3,4,4,5,13,1,52
Andaraí,39.365,3,2,1,1,1,0,1,0,0,1,0,0,10
Grajaú,38.671,6,0,1,2,1,1,0,1,0,2,3,1,18
ÁreaProgramática3.1,886551,92,27,19,15,39,23,11,11,18,18,6,3,282
XRamos,153177,8,2,5,0,10,3,5,3,5,2,0,1,44
Manguinhos,36.16,1,0,2,0,2,0,2,0,4,1,0,0,12
Bonsucesso,18.711,2,1,1,0,1,0,0,0,0,0,0,0,5
Ramos,40.792,2,0,1,0,2,1,2,1,0,1,0,0,10
Olaria,57.514,3,1,1,0,5,2,1,2,1,0,0,1,17
XIPenha,321887,31,11,7,8,24,8,1,4,12,8,2,2,118
Penha,78.678,6,1,2,1,6,1,0,0,6,2,1,0,26
PenhaCircular,47.816,1,0,0,2,2,1,0,0,1,0,1,0,8
BrásdePina,59.222,7,0,2,1,6,2,0,1,1,0,0,0,20
