PraçaSeca,64.147,1,1,11,18,27,23,8,14,10,11,5,17,146
VilaValqueire,32.279,0,1,4,15,28,11,6,5,4,3,6,8,91
XXXIVCidadeDeDeus,36.515,0,1,0,5,11,2,2,0,0,0,3,38,62
CidadedeDeus,36.515,0,1,0,5,11,2,2,0,0,0,3,38,62
XXIVBarraDaTijuca,300.823,4,17,57,128,110,48,22,19,3,2,14,80,504
Joá,818,0,0,0,0,0,0,0,0,0,0,0,0,0
Itanhangá,38.415,0,0,1,11,14,11,5,3,0,0,1,16,62
BarradaTijuca,135.924,1,10,27,55,51,15,7,6,1,2,8,23,206
Camorim,1.97,0,0,0,2,1,0,1,0,0,0,1,1,6
VargemPequena,27.25,0,3,1,8,8,4,0,1,0,0,0,4,29
VargemGrande,14.039,2,1,5,2,8,2,1,1,1,0,2,9,34
RecreiodosBandeirantes,82.24,1,3,23,50,28,16,8,8,1,0,2,27,167
Grumari,167,0,0,0,0,0,0,0,0,0,0,0,0,0
ÁreaProgramática5.1,671.041,21,55,153,877,1.926,932,272,108,30,24,58,130,4.586
XXXIIIRealengo,243.006,3,6,26,150,431,281,43,32,8,7,16,51,1.054
Deodoro,10.842,0,1,1,9,5,2,1,5,1,1,3,0,29
VilaMilitar,13.184,1,0,1,4,2,0,1,0,1,0,0,0,10
CampodosAfonsos,1.365,0,0,0,0,1,1,0,0,0,1,0,0,3
JardimSulacap,13.062,0,0,3,11,22,20,10,1,0,1,3,5,76
MagalhãesBastos,24.43,0,1,2,12,32,12,3,2,1,0,0,9,74
Realengo,180.123,2,4,19,114,369,246,28,24,5,4,10,37,862
XVIIBangu,428.035,18,49,127,727,1.495,651,229,76,22,17,42,79,3.532
PadreMiguel,64.228,2,5,19,169,297,150,45,7,2,1,2,14,713
Bangu,243.125,14,37,93,442,969,442,160,55,15,12,29,42,2.31
SenadorCamará,105.515,2,7,15,116,229,59,24,14,5,4,11,23,509
Gericino***,15.167,0,0,0,0,0,0,0,0,0,0,0,0,0
ÁreaProgramática5.2,665.198,8,17,84,238,345,171,57,32,26,21,47,119,1.165
XVIIICampoGrande,542.084,6,10,50,153,186,127,41,20,20,12,25,79,729
Santíssimo,41.458,2,5,9,25,36,4,4,0,1,0,3,5,94
CampoGrande,328.37,4,1,23,79,83,55,8,8,6,7,10,33,317
SenadorVasconcelos,30.6,0,0,1,8,7,13,9,0,0,0,5,20,63
Inhoaíba,64.649,0,3,5,12,26,17,13,10,11,5,6,9,117
Cosmos,77.007,0,1,12,29,34,38,7,2,2,0,1,12,138
XXVIGuaratiba,123.114,2,7,34,85,159,44,16,12,6,9,22,40,436
Guaratiba,110.049,2,7,28,71,147,39,15,12,5,9,17,33,385
BarradeGuaratiba,3.577,0,0,1,3,1,1,0,0,0,0,2,2,10
PedradeGuaratiba,9.488,0,0,5,11,11,4,1,0,1,0,3,5,41
ÁreaProgramática5.3,368.534,8,14,23,103,164,91,18,15,10,10,10,37,503
XIXSantaCruz,368.534,8,14,23,103,164,91,18,15,10,10,10,37,503
Paciência,94.626,2,7,13,20,37,40,7,7,6,2,5,4,150
SantaCruz,217.333,5,3,5,60,89,37,8,8,2,2,5,25,249
Sepetiba,56.575,1,4,5,23,38,14,3,0,2,6,0,8,104
