Total,6.320.446,1.946,2.628,6.258,8.821,3.316,1.105,508,206,141,153,276,480,25.838
LocaldeResidênciaIgnorado**,0,220,285,574,445,178,66,34,26,8,9,25,28,1.898
ÁreaProgramática1.0,297.976,74,109,521,773,115,51,10,17,6,5,12,25,1.718
IPortuária,48.664,13,32,61,102,30,7,1,3,0,3,0,2,254
Saúde,2.749,0,0,4,1,1,1,0,1,0,0,0,1,9
Gamboa,13.108,1,7,10,46,7,1,0,0,0,0,0,0,72
SantoCristo,12.330,4,18,22,39,6,3,0,0,0,1,0,1,94
Caju,20.477,8,7,25,16,16,2,1,2,0,2,0,0,79
IICentro,41.142,19,14,27,44,8,6,2,2,0,1,2,1,126
Centro,41.142,19,14,27,44,8,6,2,2,0,1,2,1,126
IIIRioComprido,78.975,22,19,312,455,32,11,0,4,6,0,5,12,878
Catumbi,12.556,1,4,260,377,6,1,0,3,0,0,1,4,657
RioComprido,43.764,11,11,27,36,14,6,0,1,2,0,1,6,115
CidadeNova,5.466,5,1,1,4,2,0,0,0,2,0,0,1,16
Estácio,17.189,5,3,24,38,10,4,0,0,2,0,3,1,90
VIISãoCristóvão,84.908,12,28,64,73,25,5,5,4,0,0,5,9,230
SãoCristóvão,26.510,10,16,37,40,12,1,3,3,0,0,2,6,130
Mangueira,17.835,0,7,11,7,2,0,0,0,0,0,1,0,28
Benfica,25.081,2,5,16,26,11,4,2,1,0,0,2,3,72
VascodaGama***,15.482,0,0,0,0,0,0,0,0,0,0,0,0,0
XXIPaquetá,3.361,0,1,17,23,3,13,0,0,0,0,0,0,57
Paquetá,3.361,0,1,17,23,3,13,0,0,0,0,0,0,57
XXIIISantaTeresa,40.926,8,15,40,76,17,9,2,4,0,1,0,1,173
SantaTeresa,40.926,8,15,40,76,17,9,2,4,0,1,0,1,173
ÁreaProgramática2.1,638.050,136,158,138,115,81,25,16,9,9,7,3,22,719
IVBotafogo,239.729,39,65,58,40,12,9,5,6,4,4,2,6,250
Flamengo,50.043,5,11,2,4,4,0,0,1,1,1,0,3,32
Glória,9.661,3,3,3,3,0,0,1,3,0,0,0,0,16
Laranjeiras,45.554,3,7,10,7,1,0,2,0,1,1,0,0,32
Catete,24.057,4,8,8,8,2,0,1,0,1,1,1,1,35
CosmeVelho,7.178,1,1,1,0,1,0,0,0,0,0,0,0,4
Botafogo,82.890,19,28,28,16,4,9,1,2,1,1,1,2,112
Humaitá,13.285,1,4,3,1,0,0,0,0,0,0,0,0,9
Urca,7.061,3,3,3,1,0,0,0,0,0,0,0,0,10
VCopacabana,161.191,27,49,25,16,20,2,4,2,2,0,0,7,154
Leme,14.799,1,11,2,3,12,1,0,0,0,0,0,1,31
Copacabana,146.392,26,38,23,13,8,1,4,2,2,0,0,6,123
VILagoa,167.774,44,35,20,23,20,7,3,0,2,2,1,5,162
Ipanema,42.743,6,8,5,6,1,3,0,0,1,1,1,2,34
Leblon,46.044,11,9,3,2,5,2,1,0,0,0,0,0,33
Lagoa,21.198,3,4,0,3,1,0,1,0,0,0,0,0,12
JardimBotânico,18.009,6,2,3,1,3,0,0,0,0,0,0,2,17
Gávea,16.003,6,6,0,5,3,1,0,0,0,1,0,1,23
Vidigal,12.797,6,5,5,6,6,1,1,0,1,0,0,0,31
SãoConrado,10.980,6,1,4,0,1,0,0,0,0,0,0,0,12
XXVIIRocinha,69.356,26,9,35,36,29,7,4,1,1,1,0,4,153
Rocinha,69.356,26,9,35,36,29,7,4,1,1,1,0,4,153
