Anchieta,55652,0,0,0,0,0,0,0,0,0,1,4,2,3,7,1,6,2,3,4,3,4,6,4,7,0,3,2,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,72
ParqueAnchieta,26212,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,2,0,3,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,18
RicardodeAlbuquerque,29310,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,2,0,1,0,3,2,1,3,0,0,0,1,0,4,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,2,1,0,2,1,33
XXVPavuna,208813,0,0,1,1,2,0,1,3,1,4,5,3,8,11,12,17,34,31,20,32,26,31,30,29,9,11,14,11,12,17,18,17,6,10,9,10,7,11,8,5,5,2,4,4,7,12,10,8,11,20,20,17,597
CoelhoNeto,32423,0,0,0,1,1,0,0,0,1,0,2,1,1,2,6,5,6,6,5,3,5,2,5,6,1,2,3,2,3,7,4,6,2,2,3,4,4,5,3,0,1,0,0,2,1,1,4,1,3,4,4,0,130
Acari,27347,0,0,0,0,1,0,0,0,0,0,1,1,1,2,2,4,12,9,4,11,9,14,12,13,3,7,5,3,5,6,6,5,3,4,2,2,3,4,2,4,2,0,3,0,0,1,1,4,0,0,1,0,172
Barros Filho,14049,0,0,0,0,0,0,0,1,0,2,1,0,0,1,1,1,2,2,0,3,4,4,2,0,0,1,1,1,2,2,1,4,0,2,2,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,2,3,51
CostaBarros,28442,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,7,4,4,6,2,0,4,7,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,2,2,4,0,3,7,3,6,81
Pavuna,97350,0,0,1,0,0,0,1,2,0,2,1,1,3,4,1,5,7,10,7,9,6,11,7,3,5,0,4,4,1,1,6,2,1,2,1,2,0,2,2,1,2,1,0,1,4,7,1,3,3,8,10,8,163
ParqueColumbia,9202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ÁreaProgramática4.0,909368,3,2,4,2,6,5,8,16,13,25,18,34,52,84,93,78,116,82,134,104,48,65,36,27,30,24,28,12,17,18,27,21,14,13,3,9,3,5,3,9,3,4,5,5,10,15,15,69,95,89,60,39,1700
XVIJacarepaguá,572030,3,2,2,0,3,4,3,7,7,9,9,16,30,50,70,49,76,53,99,78,28,50,24,15,19,14,22,9,14,10,20,16,11,11,2,8,2,5,3,7,3,4,5,3,8,12,10,41,64,59,39,26,1134
Jacarepaguá,157326,0,1,1,0,0,1,0,2,0,1,2,2,5,8,11,7,18,5,20,12,7,5,3,2,1,3,2,0,3,5,3,2,1,1,2,0,0,0,1,0,0,1,0,0,1,2,3,13,13,12,4,4,190
Anil,24172,0,0,0,0,1,0,0,0,0,1,0,2,0,2,1,1,0,6,1,0,0,2,2,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,4,6,2,5,47
GardêniaAzul,17715,0,0,0,0,0,0,1,0,0,0,1,0,2,1,2,2,3,1,4,3,0,2,2,0,2,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,5,5,2,49
Curicica,31189,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,8,2,1,7,8,4,2,0,0,1,2,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,9,5,7,4,84
Freguesia(Jacarepaguá),70511,3,0,0,0,0,3,0,3,1,1,1,1,3,7,5,8,14,9,10,6,1,7,4,2,7,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,4,9,5,7,3,136
Pechincha,34709,0,0,1,0,1,0,1,0,0,1,3,1,4,5,4,4,9,7,9,4,1,1,3,1,1,2,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,4,0,0,82
Taquara,102126,0,0,0,0,0,0,1,1,0,3,0,4,7,10,26,12,12,11,20,25,4,12,2,3,1,1,7,5,2,1,7,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5,13,13,9,3,229
Tanque,37856,0,0,0,0,0,0,0,0,1,0,0,0,3,5,7,1,8,4,8,7,2,4,2,0,1,1,2,1,1,0,1,1,1,2,0,2,0,0,0,1,0,0,1,1,1,1,0,2,3,2,2,1,80
PraçaSeca,64147,0,1,0,0,0,0,0,1,4,2,2,3,2,4,5,3,5,4,9,7,6,11,4,5,2,2,2,1,2,2,3,3,2,6,0,2,1,5,2,3,2,2,4,0,1,4,0,1,5,6,2,3,146
