JardimCarioca,24.848,1,2,1,9,4,2,1,2,3,4,0,3,32
Tauá,29.567,1,0,2,7,7,1,2,2,0,1,2,1,26
Moneró,6.476,0,0,0,0,1,1,0,0,0,0,0,0,2
Portuguesa,23.856,0,0,7,2,6,4,3,1,2,1,3,1,30
Galeão,22.971,0,1,4,16,16,4,4,1,0,0,2,8,56
CidadeUniversitária,1.556,0,0,0,0,3,0,0,0,0,1,0,0,4
XXIXComplexodoAlemão,69.143,2,1,13,55,142,71,20,11,3,2,4,23,347
ComplexodoAlemão,69.143,2,1,13,55,142,71,20,11,3,2,4,23,347
XXXMaré,129.77,1,0,1,6,7,3,1,2,2,1,1,2,27
Maré,129.77,1,0,1,6,7,3,1,2,2,1,1,2,27
ÁreaProgramática3.2,569.97,19,23,61,218,379,239,97,56,22,28,51,90,1.283
XIIInhaúma,134.349,4,6,7,46,144,91,28,17,10,8,15,42,418
Higienópolis,15.734,0,0,0,12,13,4,0,1,0,0,1,5,36
MariadaGraça,7.972,0,0,2,2,7,6,0,0,1,1,1,1,21
DelCastilho,15.61,1,1,2,6,21,5,9,3,3,0,1,6,58
Inhaúma,45.698,2,2,2,19,76,64,12,7,4,4,4,15,211
EngenhodaRainha,26.659,1,3,1,6,19,8,4,3,1,1,5,12,64
TomasCoelho,22.676,0,0,0,1,8,4,3,3,1,2,3,3,28
XIIIMéier,397.782,14,16,52,165,229,144,66,33,12,19,36,46,832
Jacaré,9.276,1,0,3,4,11,4,3,7,0,1,0,2,36
SãoFranciscoXavier,8.343,0,1,0,2,14,1,2,0,0,0,0,0,20
Rocha,8.766,0,0,0,12,4,5,0,1,0,2,1,1,26
Riachuelo,12.653,1,1,2,9,8,3,7,0,1,0,1,1,34
Sampaio,10.895,0,0,3,6,5,4,3,0,0,2,1,2,26
EngenhoNovo,42.172,0,0,4,16,24,19,5,5,2,4,8,6,93
LinsdeVasconcelos,37.487,0,1,3,22,21,10,4,3,3,2,1,4,74
Méier,49.828,4,3,10,23,29,34,10,3,2,0,5,9,132
TodosdsSantos,24.646,2,0,1,5,12,10,2,3,0,0,0,2,37
Cachambi,42.415,1,3,4,13,24,12,8,2,1,2,2,2,74
EngenhodeDentro,45.54,1,3,10,31,32,16,5,3,0,1,0,3,105
ÁguaSanta,8.756,0,0,0,1,1,1,0,0,0,0,1,1,5
Encantado,15.021,0,0,1,4,7,3,3,0,1,0,1,3,23
Piedade,43.378,3,3,2,4,14,8,8,5,0,3,6,7,63
Abolição,11.356,0,0,3,1,4,8,4,1,0,0,3,1,25
Pilares,27.25,1,1,6,12,19,6,2,0,2,2,6,2,59
XVIIIJacarezinho,37.839,1,1,2,7,6,4,3,6,0,1,0,2,33
Jacarezinho,37.839,1,1,2,7,6,4,3,6,0,1,0,2,33
ÁreaProgramática3.3,942.638,13,27,85,420,730,695,361,312,185,159,171,210,3.368
XIVIrajá,202.952,8,7,34,164,277,273,156,95,44,62,68,43,1.231
VilaKosmos,18.274,3,1,3,26,36,10,3,2,0,1,1,1,87
VicentedeCarvalho,24.964,0,2,3,12,35,19,10,9,3,2,2,3,100
ViladaPenha,25.465,0,2,6,17,26,20,13,6,1,2,2,5,100
VistaAlegre,8.622,0,0,2,13,8,9,8,2,7,3,8,5,65
Irajá,96.382,3,2,15,67,123,157,89,53,23,37,38,11,618
Colégio,29.245,2,0,5,29,49,58,33,23,10,17,17,18,261
XVMadureira,372.555,3,13,23,140,278,265,120,148,96,76,56,73,1.291
Campinho,10.156,1,1,2,7,20,8,1,5,3,2,1,5,56
QuintinoBocaiúva,31.185,0,1,0,9,12,10,5,8,4,2,5,3,59
Cavalcanti,16.141,0,1,1,3,5,6,2,2,1,3,3,0,27
EngenheiroLeal,6.113,0,0,0,2,2,1,0,2,3,2,2,2,16
Cascadura,34.456,0,1,1,9,17,24,11,5,6,15,6,5,100
Madureira,50.106,1,3,5,27,49,55,21,13,17,8,4,11,214
VazLobo,15.167,0,0,1,9,10,11,1,0,0,3,1,2,38
Turiaçu,17.246,0,0,4,1,8,9,6,7,11,9,5,2,62
RochaMiranda,44.188,1,2,3,20,55,65,39,59,26,7,6,16,299
HonórioGurgel,21.989,0,1,1,3,15,9,7,9,13,12,2,8,80
OswaldoCruz,34.04,0,0,1,17,35,26,10,10,4,4,6,2,115
BentoRibeiro,43.707,0,0,2,20,28,23,9,13,5,6,4,5,115
MarechalHermes,48.061,0,3,2,13,22,18,8,15,3,3,11,12,110
XXIIAnchieta,158.318,0,1,12,49,54,54,27,11,6,3,12,20,249
Guadalupe,47.144,0,1,2,22,31,25,17,7,2,3,6,10,126
Anchieta,55.652,0,0,7,19,14,19,4,3,1,0,1,4,72
ParqueAnchieta,26.212,0,0,1,3,5,4,1,1,0,0,1,2,18
RicardodeAlbuquerque,29.31,0,0,2,5,4,6,5,0,3,0,4,4,33
XXVPavuna,208.813,2,6,16,67,121,103,58,58,39,18,35,74,597
CoelhoNeto,32.423,1,1,5,17,21,15,16,15,17,2,8,12,130
Acari,27.347,0,1,2,19,35,45,22,19,13,9,3,4,172
BarrosFilho,14.049,0,1,3,4,10,6,6,9,3,0,1,8,51
CostaBarros,28.442,0,0,2,10,20,11,4,3,1,2,9,19,81
Pavuna,97.35,1,3,4,17,35,26,10,12,5,5,14,31,163
ParqueColumbia,9.202,0,0,0,0,0,0,0,0,0,0,0,0,0
ÁreaProgramática4.0,909.368,11,35,104,380,403,162,85,80,21,22,57,340,1.7
XVIJacarepagua,572.03,7,17,47,247,282,112,61,61,18,20,40,222,1.134
Jacarepaguá,157.326,2,3,8,39,51,12,10,10,1,2,9,43,190
Anil,24.172,0,1,3,4,7,5,2,2,0,1,1,21,47
GardêniaAzul,17.715,0,1,2,7,10,6,1,3,0,0,2,17,49
Curicica,31.189,0,0,0,20,21,4,2,5,0,0,4,28,84
Freguesia(Jacarepaguá),70.511,3,6,4,37,26,20,5,2,0,1,4,28,136
