JardimCarioca,24.848,1,0,0,0,0,0,0,0,0,0,0,0,1
Tauá,29.567,1,0,0,0,0,0,0,0,0,0,0,0,1
Moneró,6.476,0,0,0,0,0,0,0,0,0,0,0,0,0
Portuguesa,23.856,0,0,0,0,0,0,0,0,0,0,0,0,0
Galeão,22.971,10,1,0,0,0,0,0,0,0,0,0,0,11
CidadeUniversitária,1.556,0,0,0,0,0,0,0,0,0,0,0,0,0
XXIXComplexodoAlemão,69.143,4,2,0,0,0,0,0,0,0,0,0,0,6
ComplexodoAlemão,69.143,4,2,0,0,0,0,0,0,0,0,0,0,6
XXXMaré,129.77,1,0,0,0,0,0,0,0,0,0,0,0,1
Maré,129.77,1,0,0,0,0,0,0,0,0,0,0,0,1
ÁreaProgramática3.2,569.97,14,0,0,0,0,0,0,0,0,0,0,0,14
XIIInhaúma,134.349,4,0,0,0,0,0,0,0,0,0,0,0,4
Higienópolis,15.734,0,0,0,0,0,0,0,0,0,0,0,0,0
MariadaGraça,7.972,0,0,0,0,0,0,0,0,0,0,0,0,0
DelCastilho,15.61,0,0,0,0,0,0,0,0,0,0,0,0,0
Inhaúma,45.698,1,0,0,0,0,0,0,0,0,0,0,0,1
EngenhodaRainha,26.659,3,0,0,0,0,0,0,0,0,0,0,0,3
TomasCoelho,22.676,0,0,0,0,0,0,0,0,0,0,0,0,0
XIIIMéier,397.782,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacaré,9.276,9,0,0,0,0,0,0,0,0,0,0,0,9
SãoFranciscoXavier,8.343,0,0,0,0,0,0,0,0,0,0,0,0,0
Rocha,8.766,0,0,0,0,0,0,0,0,0,0,0,0,0
Riachuelo,12.653,0,0,0,0,0,0,0,0,0,0,0,0,0
Sampaio,10.895,1,0,0,0,0,0,0,0,0,0,0,0,1
EngenhoNovo,42.172,4,0,0,0,0,0,0,0,0,0,0,0,4
LinsdeVasconcelos,37.487,1,0,0,0,0,0,0,0,0,0,0,0,1
Méier,49.828,1,0,0,0,0,0,0,0,0,0,0,0,1
TodosdsSantos,24.646,0,0,0,0,0,0,0,0,0,0,0,0,0
Cachambi,42.415,2,0,0,0,0,0,0,0,0,0,0,0,2
EngenhodeDentro,45.54,0,0,0,0,0,0,0,0,0,0,0,0,0
ÁguaSanta,8.756,0,0,0,0,0,0,0,0,0,0,0,0,0
Encantado,15.021,0,0,0,0,0,0,0,0,0,0,0,0,0
Piedade,43.378,0,0,0,0,0,0,0,0,0,0,0,0,0
Abolição,11.356,0,0,0,0,0,0,0,0,0,0,0,0,0
Pilares,27.25,0,0,0,0,0,0,0,0,0,0,0,0,0
XVIIIJacarezinho,37.839,1,0,0,0,0,0,0,0,0,0,0,0,1
Jacarezinho,37.839,1,0,0,0,0,0,0,0,0,0,0,0,1
ÁreaProgramática3.3,942.638,7,1,0,0,0,0,0,0,0,0,0,0,8
XIVIrajá,202.952,4,0,0,0,0,0,0,0,0,0,0,0,4
VilaKosmos,18.274,1,0,0,0,0,0,0,0,0,0,0,0,1
VicentedeCarvalho,24.964,1,0,0,0,0,0,0,0,0,0,0,0,1
ViladaPenha,25.465,1,0,0,0,0,0,0,0,0,0,0,0,1
VistaAlegre,8.622,0,0,0,0,0,0,0,0,0,0,0,0,0
Irajá,96.382,0,0,0,0,0,0,0,0,0,0,0,0,0
Colégio,29.245,1,0,0,0,0,0,0,0,0,0,0,0,1
XVMadureira,372.555,2,0,0,0,0,0,0,0,0,0,0,0,2
Campinho,10.156,0,0,0,0,0,0,0,0,0,0,0,0,0
QuintinoBocaiúva,31.185,0,0,0,0,0,0,0,0,0,0,0,0,0
Cavalcanti,16.141,1,0,0,0,0,0,0,0,0,0,0,0,1
EngenheiroLeal,6.113,0,0,0,0,0,0,0,0,0,0,0,0,0
Cascadura,34.456,1,0,0,0,0,0,0,0,0,0,0,0,1
Madureira,50.106,0,0,0,0,0,0,0,0,0,0,0,0,0
VazLobo,15.167,0,0,0,0,0,0,0,0,0,0,0,0,0
Turiaçu,17.246,0,0,0,0,0,0,0,0,0,0,0,0,0
RochaMiranda,44.188,0,0,0,0,0,0,0,0,0,0,0,0,0
HonórioGurgel,21.989,0,0,0,0,0,0,0,0,0,0,0,0,0
OswaldoCruz,34.04,0,0,0,0,0,0,0,0,0,0,0,0,0
BentoRibeiro,43.707,0,0,0,0,0,0,0,0,0,0,0,0,0
MarechalHermes,48.061,0,0,0,0,0,0,0,0,0,0,0,0,0
XXIIAnchieta,158.318,0,0,0,0,0,0,0,0,0,0,0,0,0
Guadalupe,47.144,0,0,0,0,0,0,0,0,0,0,0,0,0
Anchieta,55.652,0,0,0,0,0,0,0,0,0,0,0,0,0
ParqueAnchieta,26.212,0,0,0,0,0,0,0,0,0,0,0,0,0
RicardodeAlbuquerque,29.31,0,0,0,0,0,0,0,0,0,0,0,0,0
XXVPavuna,208.813,1,1,0,0,0,0,0,0,0,0,0,0,2
CoelhoNeto,32.423,0,0,0,0,0,0,0,0,0,0,0,0,0
Acari,27.347,0,0,0,0,0,0,0,0,0,0,0,0,0
BarrosFilho,14.049,0,0,0,0,0,0,0,0,0,0,0,0,0
CostaBarros,28.442,0,0,0,0,0,0,0,0,0,0,0,0,0
Pavuna,97.35,1,1,0,0,0,0,0,0,0,0,0,0,2
ParqueColumbia,9.202,0,0,0,0,0,0,0,0,0,0,0,0,0
ÁreaProgramática4.0,909.368,53,0,0,0,0,0,0,0,0,0,0,0,53
XVIJacarepagua,572.03,31,0,0,0,0,0,0,0,0,0,0,0,31
Jacarepaguá,157.326,7,0,0,0,0,0,0,0,0,0,0,0,7
Anil,24.172,3,0,0,0,0,0,0,0,0,0,0,0,3
GardêniaAzul,17.715,4,0,0,0,0,0,0,0,0,0,0,0,4
Curicica,31.189,4,0,0,0,0,0,0,0,0,0,0,0,4
Freguesia(Jacarepaguá),70.511,3,0,0,0,0,0,0,0,0,0,0,0,3
Pechincha,34.709,1,0,0,0,0,0,0,0,0,0,0,0,1
Taquara,102.126,6,0,0,0,0,0,0,0,0,0,0,0,6
Tanque,37.856,1,0,0,0,0,0,0,0,0,0,0,0,1
