Total,6320446,58,29,41,34,57,39,61,89,118,167,225,251,387,607,767,913,1165,1152,1320,1346,1057,945,812,816,501,391,367,276,268,220,215,236,144,140,102,100,80,90,89,91,74,78,92,113,123,161,156,261,357,383,282,224,18070
BairrodeResidênciaIgnorado**,0,1,0,0,0,3,0,3,1,4,5,9,9,6,28,26,19,29,16,32,20,21,17,18,15,21,7,12,12,10,6,5,2,4,6,5,1,0,2,2,0,0,5,3,7,12,13,15,24,52,51,30,30,619
ÁreaProgramática1.0,297976,3,3,2,4,1,1,0,2,5,4,8,11,11,20,28,44,35,52,50,55,49,45,29,24,11,14,16,10,10,11,6,9,4,6,4,3,6,3,3,5,1,4,5,5,9,4,7,6,16,8,13,9,694
IPortuária,48664,0,0,1,0,0,0,0,0,1,0,0,1,1,0,4,1,2,3,5,9,4,4,4,3,1,1,0,1,2,2,1,3,0,0,1,1,0,1,0,1,0,0,0,0,2,0,1,1,4,0,5,0,71
Saúde,2749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Gamboa,13108,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,17
SantoCristo,12330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11
Caju,20477,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,2,6,0,1,3,2,1,1,0,0,2,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,4,0,2,0,38
IICentro,41142,0,1,1,0,1,0,0,1,0,1,0,0,1,3,3,7,5,5,5,8,7,7,3,0,1,1,0,0,2,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,2,2,78
Centro,41142,0,1,1,0,1,0,0,1,0,1,0,0,1,3,3,7,5,5,5,8,7,7,3,0,1,1,0,0,2,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,2,2,78
IIIRioComprido,78975,2,1,0,2,0,0,0,1,2,1,3,1,1,8,8,13,6,18,20,14,15,11,11,10,3,7,8,6,2,6,0,2,3,2,3,1,2,0,0,2,1,1,0,3,1,0,1,0,2,1,2,2,209
Catumbi,12556,0,0,0,2,0,0,0,0,1,0,1,1,0,5,4,4,3,5,6,3,1,3,3,3,2,3,5,1,0,2,0,1,2,1,1,1,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,70
RioComprido,43764,1,1,0,0,0,0,0,0,1,1,0,0,1,3,3,5,1,9,9,8,11,6,6,5,0,0,1,4,2,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,2,2,93
CidadeNova,5466,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,3,2,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Estácio,17189,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,1,3,1,3,1,1,1,1,4,1,1,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,31
VIISãoCristóvão,84908,1,1,0,0,0,1,0,0,2,2,1,4,7,5,7,13,13,11,10,13,6,11,4,1,5,3,2,1,4,0,4,1,0,3,0,0,1,0,1,1,0,0,2,0,4,1,3,1,7,4,1,3,165
SãoCristóvão,26510,1,1,0,0,0,1,0,0,0,1,0,3,6,4,4,5,10,8,6,12,3,9,1,1,4,2,1,1,1,0,3,1,0,3,0,0,0,0,1,0,0,0,2,0,3,0,3,0,3,1,0,1,106
Mangueira,17835,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,1,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,13
Benfica,25081,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,7,3,1,4,1,2,1,3,0,1,1,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,4,3,1,2,46
VascodaGama,15482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XXIPaquetá,3361,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,8
Paquetá,3361,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,8
