JardimCarioca,24.848,2,0,3,2,4,1,0,0,0,0,0,1,13
Tauá,29.567,1,2,2,13,3,5,1,2,0,0,2,0,31
Moneró,6.476,3,2,1,5,3,1,0,2,0,0,0,0,17
Portuguesa,23.856,2,1,1,2,1,1,0,0,0,0,0,0,8
Galeão,22.971,2,8,11,10,5,3,5,0,0,2,0,1,47
CidadeUniversitária,1.556,0,0,1,3,0,0,0,0,0,0,0,0,4
XXIXComplexodoAlemão,69.143,32,86,528,466,101,31,11,3,2,1,3,4,1.268
ComplexodoAlemão,69.143,32,86,528,466,101,31,11,3,2,1,3,4,1.268
XXXMaré,129.77,2,0,6,20,8,1,5,2,1,1,0,1,47
Maré,129.77,2,0,6,20,8,1,5,2,1,1,0,1,47
ÁreaProgramática3.2,569.97,112,206,514,849,289,77,51,10,9,3,14,35,2.169
XIIInhaúma,134.349,59,67,183,255,94,30,17,3,4,0,4,10,726
Higienópolis,15.734,4,6,7,3,6,3,0,1,0,0,0,1,31
MariadaGraça,7.972,5,3,21,20,25,4,3,0,2,0,0,3,86
DelCastilho,15.61,1,1,1,14,3,1,2,0,1,0,0,1,25
Inhaúma,45.698,9,6,12,27,8,1,5,0,0,0,0,1,69
EngenhodaRainha,26.659,30,31,76,91,27,8,3,1,1,0,2,3,273
TomasCoelho,22.676,5,14,43,43,6,5,2,0,0,0,1,0,119
XIIIMéier,397.782,5,6,23,57,19,8,2,1,0,0,1,1,123
Jacaré,9.276,51,137,327,585,191,47,34,6,5,3,10,25,1.421
SãoFranciscoXavier,8.343,2,11,17,17,0,1,0,0,0,0,0,0,48
Rocha,8.766,2,4,10,7,5,1,0,0,0,0,0,2,31
Riachuelo,12.653,0,3,9,13,9,3,1,0,0,0,0,0,38
Sampaio,10.895,0,2,46,66,14,1,1,0,0,1,0,1,132
EngenhoNovo,42.172,7,14,55,104,40,8,3,3,1,1,4,7,247
LinsdeVasconcelos,37.487,2,6,17,74,20,4,3,0,0,0,2,0,128
Méier,49.828,13,20,34,59,22,7,9,2,1,0,1,5,173
TodosdsSantos,24.646,1,8,9,9,5,1,0,0,0,0,0,1,34
Cachambi,42.415,5,11,23,32,16,3,5,0,0,0,0,4,99
EngenhodeDentro,45.54,7,18,23,54,22,3,1,0,3,0,0,2,133
ÁguaSanta,8.756,1,3,2,5,3,1,0,0,0,0,0,0,15
Encantado,15.021,2,3,14,17,9,2,1,0,0,0,1,0,49
Piedade,43.378,3,17,23,69,15,2,2,0,0,0,0,2,133
Abolição,11.356,3,5,7,17,3,4,4,0,0,0,0,1,44
Pilares,27.25,3,12,38,42,8,6,4,1,0,1,2,0,117
XVIIIJacarezinho,37.839,2,2,4,9,4,0,0,1,0,0,0,0,22
Jacarezinho,37.839,2,2,4,9,4,0,0,1,0,0,0,0,22
ÁreaProgramática3.3,942.638,287,356,920,1.09,383,187,114,37,49,33,59,92,3.607
XIVIrajá,202.952,64,126,235,237,104,62,30,10,19,14,33,31,965
VilaKosmos,18.274,5,18,42,60,24,5,3,0,1,0,3,1,162
VicentedeCarvalho,24.964,7,11,35,46,10,4,2,2,1,1,2,3,124
ViladaPenha,25.465,12,13,23,22,14,3,2,0,0,2,1,1,93
VistaAlegre,8.622,7,19,26,6,3,7,2,1,0,3,1,5,80
Irajá,96.382,9,41,69,57,47,36,17,5,11,6,13,16,327
