PraçaSeca,64.147,16,19,49,95,22,5,2,0,1,0,0,1,210
VilaValqueire,32.279,16,18,30,41,9,4,0,0,0,0,2,0,120
XXXIVCidadeDeDeus,36.515,20,15,44,36,34,12,1,5,4,0,5,5,181
CidadedeDeus,36.515,20,15,44,36,34,12,1,5,4,0,5,5,181
XXIVBarraDaTijuca,300.823,193,218,211,162,68,29,6,1,2,4,4,9,907
Joá,818,1,0,0,0,0,0,0,0,0,0,0,0,1
Itanhangá,38.415,26,27,21,20,8,9,1,1,1,0,1,2,117
BarradaTijuca,135.924,63,69,45,29,18,6,3,0,1,2,1,0,237
Camorim,1.97,5,2,3,5,2,0,0,0,0,0,0,0,17
VargemPequena,27.25,23,13,20,25,8,0,1,0,0,0,0,1,91
VargemGrande,14.039,17,29,28,19,12,3,0,0,0,1,1,3,113
RecreiodosBandeirantes,82.24,58,78,94,64,20,11,1,0,0,1,1,3,331
Grumari,167,0,0,0,0,0,0,0,0,0,0,0,0,0
ÁreaProgramática5.1,671.041,167,299,824,2.26,956,197,35,3,2,7,18,45,4.813
XXXIIIRealengo,243.006,65,83,305,775,258,39,11,1,1,2,7,13,1.56
Deodoro,10.842,6,4,6,14,4,1,1,0,0,0,0,1,37
VilaMilitar,13.184,1,0,1,2,6,0,0,0,0,0,0,0,10
CampodosAfonsos,1.365,0,1,0,0,0,0,0,0,0,0,0,0,1
JardimSulacap,13.062,9,13,24,52,21,7,1,1,0,0,0,0,128
MagalhãesBastos,24.43,10,9,32,51,14,1,0,0,0,0,1,2,120
Realengo,180.123,39,56,242,656,213,30,9,0,1,2,6,10,1.264
XVIIBangu,428.035,102,216,519,1.485,698,158,24,2,1,5,11,32,3.253
PadreMiguel,64.228,12,36,81,224,45,8,2,0,0,0,2,7,417
Bangu,243.125,55,111,292,807,380,86,13,1,1,3,6,13,1.768
SenadorCamará,105.515,35,69,146,454,273,64,9,1,0,2,3,12,1.068
Gericino***,15.167,0,0,0,0,0,0,0,0,0,0,0,0,0
ÁreaProgramática5.2,665.198,128,121,204,308,267,127,80,40,21,32,45,73,1.446
XVIIICampoGrande,542.084,70,70,135,197,173,102,65,28,16,26,38,59,979
Santíssimo,41.458,2,12,20,40,34,10,4,0,0,1,2,5,130
CampoGrande,328.37,40,23,46,56,84,57,37,21,7,20,27,41,459
SenadorVasconcelos,30.6,12,17,21,14,15,13,3,0,0,0,0,1,96
Inhoaíba,64.649,4,9,29,44,21,8,11,1,4,2,3,3,139
Cosmos,77.007,12,9,19,43,19,14,10,6,5,3,6,9,155
XXVIGuaratiba,123.114,58,51,69,111,94,25,15,12,5,6,7,14,467
Guaratiba,110.049,51,39,55,97,79,20,13,10,4,5,6,13,392
BarradeGuaratiba,3.577,4,5,2,4,1,1,0,0,0,0,0,0,17
PedradeGuaratiba,9.488,3,7,12,10,14,4,2,2,1,1,1,1,58
ÁreaProgramática5.3,368.534,56,113,290,428,211,109,60,15,13,29,39,61,1.424
XIXSantaCruz,368.534,56,113,290,428,211,109,60,15,13,29,39,61,1.424
Paciência,94.626,11,18,68,150,60,26,18,2,4,6,1,7,371
SantaCruz,217.333,35,81,185,242,70,55,32,12,6,22,32,51,823
Sepetiba,56.575,10,14,37,36,81,28,10,1,3,1,6,3,230
