Total,6.320.446,3.93,8.851,21.062,22.11,6.745,1.768,593,245,218,213,285,258,66.278
BairrodeResidênciaIgnorado**,0,105,220,290,237,129,38,11,5,2,7,6,5,1.055
ÁreadeProgramática1.0,297.976,251,678,1.368,1.706,632,102,25,16,17,6,15,22,4.838
IPortuária,48.664,44,135,269,297,115,18,0,4,3,0,1,3,889
Saúde,2.749,12,14,12,6,9,2,0,0,0,0,0,0,55
Gamboa,13.108,5,23,41,38,16,2,0,0,0,0,0,0,125
SantoCristo,12.330,14,31,57,56,26,6,0,0,0,0,0,1,191
Caju,20.477,13,67,159,197,64,8,0,4,3,0,1,2,518
IICentro,41.142,37,76,180,210,72,12,2,2,3,2,4,3,603
Centro,41.142,37,76,180,210,72,12,2,2,3,2,4,3,603
IIIRioComprido,78.975,74,206,402,480,171,24,7,2,1,0,3,7,1.377
Catumbi,12.556,28,47,50,67,11,3,0,0,1,0,1,3,211
RioComprido,43.764,29,95,199,247,102,16,5,1,0,0,2,4,700
CidadeNova,5.466,3,24,46,47,11,0,0,0,0,0,0,0,131
Estácio,17.189,14,40,107,119,47,5,2,1,0,0,0,0,335
VIISãoCristóvão,84.908,49,113,246,378,192,29,15,8,2,1,3,1,1.037
SãoCristóvão,26.510,19,55,129,232,109,14,10,6,1,1,2,1,579
Mangueira,17.835,3,12,26,59,32,5,1,0,0,0,1,0,139
Benfica,25.081,27,46,91,87,51,10,4,2,1,0,0,0,319
VascodaGama,15.482,0,0,0,0,0,0,0,0,0,0,0,0,0
XXIPaquetá,3.361,16,51,44,38,8,1,0,0,0,0,0,0,158
Paquetá,3.361,16,51,44,38,8,1,0,0,0,0,0,0,158
XXIIISantaTeresa,40.926,31,97,227,303,74,18,1,0,8,3,4,8,774
SantaTeresa,40.926,31,97,227,303,74,18,1,0,8,3,4,8,774
ÁreaProgramática2.1,638.050,537,1.193,2.683,2.881,970,188,46,16,13,11,17,17,8.572
IVBotafogo,239.729,148,351,931,1.014,318,50,10,7,5,3,8,5,2.85
