id,x,y
5,484,445
5,483,449
5,481,452
5,481,454
5,476,463
5,476,465
5,473,469
5,470,477
5,468,479
5,464,488
5,462,490
5,459,497
5,453,506
5,450,513
5,447,516
5,445,521
5,443,523
5,436,536
5,433,539
5,432,542
5,422,557
5,418,565
5,414,570
5,413,573
5,408,579
5,406,584
5,397,597
5,395,602
5,390,608
5,385,618
5,383,619
5,376,632
5,373,635
5,366,648
5,362,653
5,361,656
5,358,659
5,356,664
5,352,669
5,350,674
5,356,663
5,365,650
5,367,645
5,369,644
5,373,636
5,376,633
5,376,631
5,380,626
5,381,623
5,385,620
5,385,618
5,388,612
5,396,601
5,398,596
5,404,588
5,408,580
5,411,577
5,418,564
5,421,561
5,423,556
5,426,553
5,426,551
5,429,548
5,430,545
5,432,543
5,432,541
5,436,537
5,442,525
5,445,522
5,448,515
5,456,503
5,456,501
5,460,496
5,460,494
5,462,492
5,462,490
5,465,487
5,467,481
5,470,478
5,470,476
5,473,470
5,475,468
5,476,463
5,480,457
5,480,455
5,484,447
