id,x,y
21,656,0
21,656,1
21,653,4
21,650,11
21,640,26
21,639,29
21,637,31
21,635,36
21,632,39
21,626,51
21,623,54
21,621,59
21,617,64
21,612,74
21,606,82
21,602,90
21,598,95
21,596,100
21,593,103
21,591,108
21,577,129
21,572,139
21,567,145
21,565,150
21,558,160
21,556,165
21,553,168
21,550,175
21,546,180
21,546,182
21,543,185
21,541,191
21,538,194
21,535,201
21,532,205
21,532,207
21,530,211
21,528,213
21,522,225
21,521,231
21,520,232
21,521,231
21,522,225
21,524,223
21,526,219
21,526,217
21,532,207
21,532,205
21,535,202
21,538,194
21,541,191
21,543,186
21,545,184
21,546,180
21,549,177
21,550,174
21,552,172
21,552,170
21,556,166
21,559,159
21,561,157
21,562,154
21,565,151
21,568,144
21,571,141
21,572,138
21,576,133
21,578,128
21,582,123
21,583,120
21,586,117
21,586,115
21,589,112
21,593,103
21,596,101
21,599,94
21,602,91
21,602,89
21,605,86
21,606,83
21,610,78
21,612,73
21,616,68
21,618,63
21,622,58
21,624,53
21,626,52
21,626,50
21,630,45
21,632,41
21,632,39
21,635,37
21,638,30
21,642,25
21,647,15
21,650,12
21,654,3
21,656,2
