id,x,y
7,491,445
7,491,448
7,490,449
7,490,458
7,489,459
7,489,462
7,488,463
7,488,471
7,486,474
7,486,481
7,485,482
7,485,485
7,484,486
7,484,493
7,482,496
7,482,503
7,480,506
7,480,513
7,478,516
7,478,522
7,476,526
7,476,532
7,474,535
7,474,542
7,472,546
7,472,550
7,470,553
7,470,560
7,468,564
7,468,569
7,466,572
7,466,578
7,464,581
7,464,587
7,462,590
7,462,596
7,460,599
7,460,605
7,458,609
7,458,614
7,456,616
7,456,622
7,454,625
7,454,632
7,452,636
7,452,640
7,450,643
7,450,649
7,448,653
7,448,658
7,446,661
7,446,666
7,444,669
7,444,676
7,444,669
7,446,667
7,446,661
7,448,659
7,448,653
7,450,650
7,450,643
7,452,641
7,452,636
7,454,632
7,454,625
7,456,623
7,456,616
7,458,614
7,458,609
7,460,606
7,460,599
7,462,597
7,462,590
7,464,588
7,464,581
7,466,579
7,466,572
7,468,570
7,468,564
7,470,560
7,470,553
7,472,551
7,472,546
7,474,542
7,474,535
7,476,533
7,476,526
7,478,523
7,478,516
7,480,514
7,480,506
7,482,504
7,482,496
7,484,494
7,484,486
7,485,485
7,485,482
7,486,481
7,486,474
7,488,471
7,488,463
7,489,462
7,489,459
7,490,458
7,490,449
7,492,447
