id,x,y
14,524,445
14,544,461
14,572,478
14,578,483
14,583,485
14,590,491
14,600,496
14,618,509
14,675,545
14,676,547
14,685,552
14,695,560
14,719,575
14,720,577
14,753,599
14,754,601
14,771,612
14,776,617
14,789,625
14,791,628
14,805,637
14,826,654
14,829,655
14,840,665
14,847,669
14,853,676
14,857,676
14,852,674
14,850,671
14,834,660
14,804,636
14,791,628
14,789,625
14,779,619
14,732,584
14,723,579
14,700,562
14,695,560
14,694,558
14,679,549
14,675,545
14,661,537
14,660,535
14,647,528
14,640,522
14,635,520
14,620,509
14,543,460
