id,x,y
12,510,444
12,513,445
12,514,448
12,516,450
12,516,452
12,518,453
12,530,471
12,532,472
12,551,496
12,553,497
12,577,527
12,581,530
12,594,547
12,596,548
12,601,555
12,627,585
12,631,591
12,633,592
12,650,614
12,660,625
12,675,645
12,677,646
12,684,656
12,692,665
12,695,670
12,697,671
12,699,674
12,699,676
12,699,674
12,693,667
12,690,662
12,688,661
12,670,637
12,668,636
12,648,610
12,646,609
12,642,603
12,637,598
12,634,593
12,629,588
12,624,581
12,622,580
12,598,550
12,596,549
12,592,543
12,590,542
12,582,531
12,576,525
12,564,510
12,562,509
12,554,498
12,537,479
12,530,469
12,528,468
12,528,466
12,524,463
12,522,460
12,522,458
12,520,455
12,518,454
12,516,451
12,516,449
12,514,448
12,514,446
12,512,444
