id,x,y
20,733,0
20,732,0
20,729,5
20,710,25
20,688,51
20,676,63
20,676,64
20,672,67
20,672,68
20,650,91
20,639,104
20,625,118
20,625,119
20,610,133
20,607,138
20,604,140
20,604,141
20,598,147
20,597,147
20,595,150
20,594,150
20,594,151
20,576,169
20,576,170
20,557,190
20,552,197
20,546,203
20,546,204
20,543,206
20,540,211
20,536,215
20,524,233
20,532,221
20,540,212
20,542,208
20,548,202
20,552,196
20,566,181
20,566,180
20,568,179
20,568,178
20,574,173
20,574,172
20,588,158
20,588,157
20,590,156
20,599,146
20,600,146
20,608,136
20,626,118
20,626,117
20,658,84
20,658,83
20,662,80
20,662,79
20,690,49
20,696,41
20,718,18
