id,x,y
25,353,0
25,356,4
25,358,9
25,361,12
25,363,17
25,371,28
25,373,33
25,378,39
25,383,49
25,388,55
25,392,63
25,397,69
25,399,74
25,406,83
25,408,88
25,413,94
25,419,105
25,422,108
25,428,119
25,442,139
25,448,150
25,451,153
25,452,156
25,460,167
25,462,172
25,476,193
25,480,202
25,482,204
25,482,206
25,485,212
25,488,216
25,488,219
25,490,221
25,490,223
25,492,226
25,492,229
25,492,226
25,490,223
25,488,216
25,484,208
25,482,206
25,482,204
25,480,202
25,480,200
25,478,198
25,476,193
25,472,188
25,471,185
25,461,170
25,460,167
25,452,156
25,451,153
25,443,142
25,442,139
25,423,111
25,422,108
25,414,97
25,413,94
25,408,88
25,406,83
25,401,77
25,397,69
25,382,47
25,381,44
25,372,31
25,366,20
25,363,17
25,361,12
25,354,2
25,354,0
