"Year","Planning.Area","Administrative.Region","Neighborhood","Population","Month","Cases"
"2013","Planning Area 3.2","XII Inhaúma","Del Castilho","1561045698","10","02"
"2013","Planning Area 3.2","XII Inhaúma","Del Castilho","1561045698","11","11"
"2013","Planning Area 3.2","XII Inhaúma","Del Castilho","1561045698","12","33"
"2013","Planning Area 3.2","XII Inhaúma","Engenho da Rainha","26659","1","8"
"2013","Planning Area 3.2","XII Inhaúma","Engenho da Rainha","26659","2","26"
"2013","Planning Area 3.2","XII Inhaúma","Engenho da Rainha","26659","3","75"
"2013","Planning Area 3.2","XII Inhaúma","Engenho da Rainha","26659","4","94"
"2013","Planning Area 3.2","XII Inhaúma","Engenho da Rainha","26659","5","40"
"2013","Planning Area 3.2","XII Inhaúma","Engenho da Rainha","26659","6","13"
"2013","Planning Area 3.2","XII Inhaúma","Engenho da Rainha","26659","7","3"
"2013","Planning Area 3.2","XII Inhaúma","Engenho da Rainha","26659","8","2"
"2013","Planning Area 3.2","XII Inhaúma","Engenho da Rainha","26659","9","1"
"2013","Planning Area 3.2","XII Inhaúma","Engenho da Rainha","26659","10","0"
"2013","Planning Area 3.2","XII Inhaúma","Engenho da Rainha","26659","11","1"
"2013","Planning Area 3.2","XII Inhaúma","Engenho da Rainha","26659","12","0"
"2013","Planning Area 3.2","XII Inhaúma","Inhaúma","134349","1","74"
"2013","Planning Area 3.2","XII Inhaúma","Inhaúma","134349","2","189"
"2013","Planning Area 3.2","XII Inhaúma","Inhaúma","134349","3","394"
"2013","Planning Area 3.2","XII Inhaúma","Inhaúma","134349","4","409"
"2013","Planning Area 3.2","XII Inhaúma","Inhaúma","134349","5","180"
"2013","Planning Area 3.2","XII Inhaúma","Inhaúma","134349","6","71"
"2013","Planning Area 3.2","XII Inhaúma","Inhaúma","134349","7","11"
"2013","Planning Area 3.2","XII Inhaúma","Inhaúma","134349","8","5"
"2013","Planning Area 3.2","XII Inhaúma","Inhaúma","134349","9","1"
"2013","Planning Area 3.2","XII Inhaúma","Inhaúma","134349","10","4"
"2013","Planning Area 3.2","XII Inhaúma","Inhaúma","134349","11","6"
"2013","Planning Area 3.2","XII Inhaúma","Inhaúma","134349","12","8"
"2013","Planning Area 3.2","XII Inhaúma","Maria da Graça","157347972","1","98"
"2013","Planning Area 3.2","XII Inhaúma","Maria da Graça","157347972","2","288"
"2013","Planning Area 3.2","XII Inhaúma","Maria da Graça","157347972","3","4629"
"2013","Planning Area 3.2","XII Inhaúma","Maria da Graça","157347972","4","4018"
"2013","Planning Area 3.2","XII Inhaúma","Maria da Graça","157347972","5","239"
"2013","Planning Area 3.2","XII Inhaúma","Maria da Graça","157347972","6","56"
"2013","Planning Area 3.2","XII Inhaúma","Maria da Graça","157347972","7","10"
"2013","Planning Area 3.2","XII Inhaúma","Maria da Graça","157347972","8","01"
"2013","Planning Area 3.2","XII Inhaúma","Maria da Graça","157347972","9","00"
"2013","Planning Area 3.2","XII Inhaúma","Maria da Graça","157347972","10","10"
"2013","Planning Area 3.2","XII Inhaúma","Maria da Graça","157347972","11","00"
"2013","Planning Area 3.2","XII Inhaúma","Maria da Graça","157347972","12","00"
"2013","Planning Area 3.2","XII Inhaúma","Tomás Coelho","22676","1","12"
"2013","Planning Area 3.2","XII Inhaúma","Tomás Coelho","22676","2","27"
"2013","Planning Area 3.2","XII Inhaúma","Tomás Coelho","22676","3","49"
"2013","Planning Area 3.2","XII Inhaúma","Tomás Coelho","22676","4","48"
"2013","Planning Area 3.2","XII Inhaúma","Tomás Coelho","22676","5","24"
"2013","Planning Area 3.2","XII Inhaúma","Tomás Coelho","22676","6","11"
"2013","Planning Area 3.2","XII Inhaúma","Tomás Coelho","22676","7","1"
"2013","Planning Area 3.2","XII Inhaúma","Tomás Coelho","22676","8","0"
"2013","Planning Area 3.2","XII Inhaúma","Tomás Coelho","22676","9","0"
"2013","Planning Area 3.2","XII Inhaúma","Tomás Coelho","22676","10","1"
"2013","Planning Area 3.2","XII Inhaúma","Tomás Coelho","22676","11","3"
"2013","Planning Area 3.2","XII Inhaúma","Tomás Coelho","22676","12","2"
"2013","Planning Area 3.2","XIII Méier","Abolição","433781135627250","1","17617"
"2013","Planning Area 3.2","XIII Méier","Abolição","433781135627250","2","252026"
"2013","Planning Area 3.2","XIII Méier","Abolição","433781135627250","3","552352"
"2013","Planning Area 3.2","XIII Méier","Abolição","433781135627250","4","553052"
"2013","Planning Area 3.2","XIII Méier","Abolição","433781135627250","5","17523"
"2013","Planning Area 3.2","XIII Méier","Abolição","433781135627250","6","6110"
"2013","Planning Area 3.2","XIII Méier","Abolição","433781135627250","7","343"
"2013","Planning Area 3.2","XIII Méier","Abolição","433781135627250","8","002"
"2013","Planning Area 3.2","XIII Méier","Abolição","433781135627250","9","300"
"2013","Planning Area 3.2","XIII Méier","Abolição","433781135627250","10","100"
"2013","Planning Area 3.2","XIII Méier","Abolição","433781135627250","11","302"
"2013","Planning Area 3.2","XIII Méier","Abolição","433781135627250","12","321"
"2013","Planning Area 3.2","XIII Méier","Engenho de Dentro","246464241545540875615021","1","7161919"
"2013","Planning Area 3.2","XIII Méier","Engenho de Dentro","246464241545540875615021","2","7304437"
"2013","Planning Area 3.2","XIII Méier","Engenho de Dentro","246464241545540875615021","3","226572418"
"2013","Planning Area 3.2","XIII Méier","Engenho de Dentro","246464241545540875615021","4","239289717"
"2013","Planning Area 3.2","XIII Méier","Engenho de Dentro","246464241545540875615021","5","16302732"
"2013","Planning Area 3.2","XIII Méier","Engenho de Dentro","246464241545540875615021","6","3151321"
"2013","Planning Area 3.2","XIII Méier","Engenho de Dentro","246464241545540875615021","7","23300"
"2013","Planning Area 3.2","XIII Méier","Engenho de Dentro","246464241545540875615021","8","00201"
"2013","Planning Area 3.2","XIII Méier","Engenho de Dentro","246464241545540875615021","9","03205"
"2013","Planning Area 3.2","XIII Méier","Engenho de Dentro","246464241545540875615021","10","11400"
"2013","Planning Area 3.2","XIII Méier","Engenho de Dentro","246464241545540875615021","11","11301"
"2013","Planning Area 3.2","XIII Méier","Engenho de Dentro","246464241545540875615021","12","10401"
"2013","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","108954217292763748749828","1","73151531"
"2013","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","108954217292763748749828","2","910524558"
"2013","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","108954217292763748749828","3","292210185111"
"2013","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","108954217292763748749828","4","432215277110"
"2013","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","108954217292763748749828","5","2812563752"
"2013","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","108954217292763748749828","6","4719613"
"2013","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","108954217292763748749828","7","10426"
"2013","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","108954217292763748749828","8","10216"
"2013","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","108954217292763748749828","9","00211"
"2013","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","108954217292763748749828","10","00102"
"2013","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","108954217292763748749828","11","11232"
"2013","Planning Area 3.2","XIII Méier","Lins de Vasconcelos","108954217292763748749828","12","00323"
"2013","Planning Area 3.2","XIII Méier","Méier","397782","1","187"
"2013","Planning Area 3.2","XIII Méier","Méier","397782","2","408"
"2013","Planning Area 3.2","XIII Méier","Méier","397782","3","779"
"2013","Planning Area 3.2","XIII Méier","Méier","397782","4","913"
"2013","Planning Area 3.2","XIII Méier","Méier","397782","5","372"
"2013","Planning Area 3.2","XIII Méier","Méier","397782","6","121"
"2013","Planning Area 3.2","XIII Méier","Méier","397782","7","40"
"2013","Planning Area 3.2","XIII Méier","Méier","397782","8","18"
"2013","Planning Area 3.2","XIII Méier","Méier","397782","9","18"
"2013","Planning Area 3.2","XIII Méier","Méier","397782","10","12"
"2013","Planning Area 3.2","XIII Méier","Méier","397782","11","25"
"2013","Planning Area 3.2","XIII Méier","Méier","397782","12","20"
"2013","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343876612653","1","1833"
"2013","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343876612653","2","45918"
"2013","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343876612653","3","711633"
"2013","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343876612653","4","891837"
"2013","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343876612653","5","36523"
"2013","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343876612653","6","1416"
"2013","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343876612653","7","900"
"2013","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343876612653","8","201"
"2013","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343876612653","9","001"
"2013","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343876612653","10","200"
"2013","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343876612653","11","122"
"2013","Planning Area 3.2","XIII Méier","São Francisco Xavier","8343876612653","12","000"
"2013","Planning Area 3.2","XXVIII Jacarezinho","Jacarezinho","37839","1","3"
"2013","Planning Area 3.2","XXVIII Jacarezinho","Jacarezinho","37839","2","11"
"2013","Planning Area 3.2","XXVIII Jacarezinho","Jacarezinho","37839","3","12"
"2013","Planning Area 3.2","XXVIII Jacarezinho","Jacarezinho","37839","4","21"
"2013","Planning Area 3.2","XXVIII Jacarezinho","Jacarezinho","37839","5","14"
"2013","Planning Area 3.2","XXVIII Jacarezinho","Jacarezinho","37839","6","2"
"2013","Planning Area 3.2","XXVIII Jacarezinho","Jacarezinho","37839","7","2"
"2013","Planning Area 3.2","XXVIII Jacarezinho","Jacarezinho","37839","8","0"
"2013","Planning Area 3.2","XXVIII Jacarezinho","Jacarezinho","37839","9","0"
"2013","Planning Area 3.2","XXVIII Jacarezinho","Jacarezinho","37839","10","0"
"2013","Planning Area 3.2","XXVIII Jacarezinho","Jacarezinho","37839","11","0"
"2013","Planning Area 3.2","XXVIII Jacarezinho","Jacarezinho","37839","12","2"
"2013","Planning Area 3.3","XIV Irajá","Colégio","29245","1","16"
"2013","Planning Area 3.3","XIV Irajá","Colégio","29245","2","37"
"2013","Planning Area 3.3","XIV Irajá","Colégio","29245","3","76"
"2013","Planning Area 3.3","XIV Irajá","Colégio","29245","4","58"
"2013","Planning Area 3.3","XIV Irajá","Colégio","29245","5","22"
"2013","Planning Area 3.3","XIV Irajá","Colégio","29245","6","8"
"2013","Planning Area 3.3","XIV Irajá","Colégio","29245","7","4"
"2013","Planning Area 3.3","XIV Irajá","Colégio","29245","8","0"
"2013","Planning Area 3.3","XIV Irajá","Colégio","29245","9","0"
"2013","Planning Area 3.3","XIV Irajá","Colégio","29245","10","0"
"2013","Planning Area 3.3","XIV Irajá","Colégio","29245","11","2"
"2013","Planning Area 3.3","XIV Irajá","Colégio","29245","12","1"
"2013","Planning Area 3.3","XIV Irajá","Irajá","202952","1","89"
"2013","Planning Area 3.3","XIV Irajá","Irajá","202952","2","287"
"2013","Planning Area 3.3","XIV Irajá","Irajá","202952","3","907"
"2013","Planning Area 3.3","XIV Irajá","Irajá","202952","4","899"
"2013","Planning Area 3.3","XIV Irajá","Irajá","202952","5","283"
"2013","Planning Area 3.3","XIV Irajá","Irajá","202952","6","73"
"2013","Planning Area 3.3","XIV Irajá","Irajá","202952","7","30"
"2013","Planning Area 3.3","XIV Irajá","Irajá","202952","8","1"
"2013","Planning Area 3.3","XIV Irajá","Irajá","202952","9","1"
"2013","Planning Area 3.3","XIV Irajá","Irajá","202952","10","2"
"2013","Planning Area 3.3","XIV Irajá","Irajá","202952","11","6"
"2013","Planning Area 3.3","XIV Irajá","Irajá","202952","12","8"
"2013","Planning Area 3.3","XIV Irajá","Vicente de Carvalho","2496425465","1","68"
"2013","Planning Area 3.3","XIV Irajá","Vicente de Carvalho","2496425465","2","1531"
"2013","Planning Area 3.3","XIV Irajá","Vicente de Carvalho","2496425465","3","72114"
"2013","Planning Area 3.3","XIV Irajá","Vicente de Carvalho","2496425465","4","8898"
"2013","Planning Area 3.3","XIV Irajá","Vicente de Carvalho","2496425465","5","3329"
"2013","Planning Area 3.3","XIV Irajá","Vicente de Carvalho","2496425465","6","85"
"2013","Planning Area 3.3","XIV Irajá","Vicente de Carvalho","2496425465","7","03"
"2013","Planning Area 3.3","XIV Irajá","Vicente de Carvalho","2496425465","8","00"
"2013","Planning Area 3.3","XIV Irajá","Vicente de Carvalho","2496425465","9","01"
"2013","Planning Area 3.3","XIV Irajá","Vicente de Carvalho","2496425465","10","02"
"2013","Planning Area 3.3","XIV Irajá","Vicente de Carvalho","2496425465","11","00"
"2013","Planning Area 3.3","XIV Irajá","Vicente de Carvalho","2496425465","12","12"
"2013","Planning Area 3.3","XIV Irajá","Vila Cosmos","18274","1","8"
"2013","Planning Area 3.3","XIV Irajá","Vila Cosmos","18274","2","27"
"2013","Planning Area 3.3","XIV Irajá","Vila Cosmos","18274","3","120"
"2013","Planning Area 3.3","XIV Irajá","Vila Cosmos","18274","4","138"
"2013","Planning Area 3.3","XIV Irajá","Vila Cosmos","18274","5","25"
"2013","Planning Area 3.3","XIV Irajá","Vila Cosmos","18274","6","5"
"2013","Planning Area 3.3","XIV Irajá","Vila Cosmos","18274","7","4"
"2013","Planning Area 3.3","XIV Irajá","Vila Cosmos","18274","8","0"
"2013","Planning Area 3.3","XIV Irajá","Vila Cosmos","18274","9","0"
"2013","Planning Area 3.3","XIV Irajá","Vila Cosmos","18274","10","0"
"2013","Planning Area 3.3","XIV Irajá","Vila Cosmos","18274","11","2"
"2013","Planning Area 3.3","XIV Irajá","Vila Cosmos","18274","12","0"
"2013","Planning Area 3.3","XIV Irajá","Vista Alegre","862296382","1","348"
"2013","Planning Area 3.3","XIV Irajá","Vista Alegre","862296382","2","14163"
"2013","Planning Area 3.3","XIV Irajá","Vista Alegre","862296382","3","68457"
"2013","Planning Area 3.3","XIV Irajá","Vista Alegre","862296382","4","52465"
"2013","Planning Area 3.3","XIV Irajá","Vista Alegre","862296382","5","20154"
"2013","Planning Area 3.3","XIV Irajá","Vista Alegre","862296382","6","938"
"2013","Planning Area 3.3","XIV Irajá","Vista Alegre","862296382","7","217"
"2013","Planning Area 3.3","XIV Irajá","Vista Alegre","862296382","8","10"
"2013","Planning Area 3.3","XIV Irajá","Vista Alegre","862296382","9","00"
"2013","Planning Area 3.3","XIV Irajá","Vista Alegre","862296382","10","00"
"2013","Planning Area 3.3","XIV Irajá","Vista Alegre","862296382","11","02"
"2013","Planning Area 3.3","XIV Irajá","Vista Alegre","862296382","12","13"
"2013","Planning Area 3.3","XV Madureira","Engenheiro Leal","16141611334456","1","8118"
"2013","Planning Area 3.3","XV Madureira","Engenheiro Leal","16141611334456","2","20131"
"2013","Planning Area 3.3","XV Madureira","Engenheiro Leal","16141611334456","3","17686"
"2013","Planning Area 3.3","XV Madureira","Engenheiro Leal","16141611334456","4","24363"
"2013","Planning Area 3.3","XV Madureira","Engenheiro Leal","16141611334456","5","14141"
"2013","Planning Area 3.3","XV Madureira","Engenheiro Leal","16141611334456","6","4014"
"2013","Planning Area 3.3","XV Madureira","Engenheiro Leal","16141611334456","7","302"
"2013","Planning Area 3.3","XV Madureira","Engenheiro Leal","16141611334456","8","002"
"2013","Planning Area 3.3","XV Madureira","Engenheiro Leal","16141611334456","9","001"
"2013","Planning Area 3.3","XV Madureira","Engenheiro Leal","16141611334456","10","003"
"2013","Planning Area 3.3","XV Madureira","Engenheiro Leal","16141611334456","11","111"
"2013","Planning Area 3.3","XV Madureira","Engenheiro Leal","16141611334456","12","002"
"2013","Planning Area 3.3","XV Madureira","Honório Gurgel","172464418821989","1","5104"
"2013","Planning Area 3.3","XV Madureira","Honório Gurgel","172464418821989","2","133220"
"2013","Planning Area 3.3","XV Madureira","Honório Gurgel","172464418821989","3","169944"
"2013","Planning Area 3.3","XV Madureira","Honório Gurgel","172464418821989","4","239262"
"2013","Planning Area 3.3","XV Madureira","Honório Gurgel","172464418821989","5","42829"
"2013","Planning Area 3.3","XV Madureira","Honório Gurgel","172464418821989","6","283"
"2013","Planning Area 3.3","XV Madureira","Honório Gurgel","172464418821989","7","076"
"2013","Planning Area 3.3","XV Madureira","Honório Gurgel","172464418821989","8","001"
"2013","Planning Area 3.3","XV Madureira","Honório Gurgel","172464418821989","9","001"
"2013","Planning Area 3.3","XV Madureira","Honório Gurgel","172464418821989","10","000"
"2013","Planning Area 3.3","XV Madureira","Honório Gurgel","172464418821989","11","000"
"2013","Planning Area 3.3","XV Madureira","Honório Gurgel","172464418821989","12","000"
"2013","Planning Area 3.3","XV Madureira","Madureira","372555","1","135"
"2013","Planning Area 3.3","XV Madureira","Madureira","372555","2","329"
"2013","Planning Area 3.3","XV Madureira","Madureira","372555","3","763"
"2013","Planning Area 3.3","XV Madureira","Madureira","372555","4","834"
"2013","Planning Area 3.3","XV Madureira","Madureira","372555","5","308"
"2013","Planning Area 3.3","XV Madureira","Madureira","372555","6","107"
"2013","Planning Area 3.3","XV Madureira","Madureira","372555","7","40"
"2013","Planning Area 3.3","XV Madureira","Madureira","372555","8","17"
"2013","Planning Area 3.3","XV Madureira","Madureira","372555","9","14"
"2013","Planning Area 3.3","XV Madureira","Madureira","372555","10","15"
"2013","Planning Area 3.3","XV Madureira","Madureira","372555","11","16"
"2013","Planning Area 3.3","XV Madureira","Madureira","372555","12","20"
"2013","Planning Area 3.3","XV Madureira","Quintino Bocaiúva","1015631185","1","1212"
"2013","Planning Area 3.3","XV Madureira","Quintino Bocaiúva","1015631185","2","1829"
"2013","Planning Area 3.3","XV Madureira","Quintino Bocaiúva","1015631185","3","5635"
"2013","Planning Area 3.3","XV Madureira","Quintino Bocaiúva","1015631185","4","7831"
"2013","Planning Area 3.3","XV Madureira","Quintino Bocaiúva","1015631185","5","1620"
"2013","Planning Area 3.3","XV Madureira","Quintino Bocaiúva","1015631185","6","610"
"2013","Planning Area 3.3","XV Madureira","Quintino Bocaiúva","1015631185","7","30"
"2013","Planning Area 3.3","XV Madureira","Quintino Bocaiúva","1015631185","8","33"
"2013","Planning Area 3.3","XV Madureira","Quintino Bocaiúva","1015631185","9","01"
"2013","Planning Area 3.3","XV Madureira","Quintino Bocaiúva","1015631185","10","15"
"2013","Planning Area 3.3","XV Madureira","Quintino Bocaiúva","1015631185","11","03"
"2013","Planning Area 3.3","XV Madureira","Quintino Bocaiúva","1015631185","12","53"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Barra da Tijuca","1359241970","1","562"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Barra da Tijuca","1359241970","2","940"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Barra da Tijuca","1359241970","3","30910"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Barra da Tijuca","1359241970","4","38210"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Barra da Tijuca","1359241970","5","544"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Barra da Tijuca","1359241970","6","190"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Barra da Tijuca","1359241970","7","41"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Barra da Tijuca","1359241970","8","40"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Barra da Tijuca","1359241970","9","01"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Barra da Tijuca","1359241970","10","110"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Barra da Tijuca","1359241970","11","20"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Barra da Tijuca","1359241970","12","30"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Grumari","167","1","0"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Grumari","167","2","0"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Grumari","167","3","0"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Grumari","167","4","1"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Grumari","167","5","1"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Grumari","167","6","0"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Grumari","167","7","0"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Grumari","167","8","0"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Grumari","167","9","0"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Grumari","167","10","0"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Grumari","167","11","0"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Grumari","167","12","0"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Recreio dos Bandeirantes","82240","1","28"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Recreio dos Bandeirantes","82240","2","82"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Recreio dos Bandeirantes","82240","3","346"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Recreio dos Bandeirantes","82240","4","468"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Recreio dos Bandeirantes","82240","5","127"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Recreio dos Bandeirantes","82240","6","21"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Recreio dos Bandeirantes","82240","7","9"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Recreio dos Bandeirantes","82240","8","4"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Recreio dos Bandeirantes","82240","9","3"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Recreio dos Bandeirantes","82240","10","4"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Recreio dos Bandeirantes","82240","11","0"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Recreio dos Bandeirantes","82240","12","0"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Vargem Pequena","2725014039","1","69"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Vargem Pequena","2725014039","2","118"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Vargem Pequena","2725014039","3","4763"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Vargem Pequena","2725014039","4","10880"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Vargem Pequena","2725014039","5","2124"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Vargem Pequena","2725014039","6","11"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Vargem Pequena","2725014039","7","00"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Vargem Pequena","2725014039","8","00"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Vargem Pequena","2725014039","9","00"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Vargem Pequena","2725014039","10","01"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Vargem Pequena","2725014039","11","01"
"2013","Planning Area 4.0","XXIV Barra da Tijuca","Vargem Pequena","2725014039","12","00"
"2013","Planning Area 5.1","XVII Bangu","Bangu","243125","1","181"
"2013","Planning Area 5.1","XVII Bangu","Bangu","243125","2","503"
"2013","Planning Area 5.1","XVII Bangu","Bangu","243125","3","1136"
"2013","Planning Area 5.1","XVII Bangu","Bangu","243125","4","922"
"2013","Planning Area 5.1","XVII Bangu","Bangu","243125","5","301"
"2013","Planning Area 5.1","XVII Bangu","Bangu","243125","6","97"
"2013","Planning Area 5.1","XVII Bangu","Bangu","243125","7","32"
"2013","Planning Area 5.1","XVII Bangu","Bangu","243125","8","27"
"2013","Planning Area 5.1","XVII Bangu","Bangu","243125","9","19"
"2013","Planning Area 5.1","XVII Bangu","Bangu","243125","10","21"
"2013","Planning Area 5.1","XVII Bangu","Bangu","243125","11","27"
"2013","Planning Area 5.1","XVII Bangu","Bangu","243125","12","23"
"2013","Planning Area 5.1","XVII Bangu","Padre Miguel","64228","1","64"
"2013","Planning Area 5.1","XVII Bangu","Padre Miguel","64228","2","146"
"2013","Planning Area 5.1","XVII Bangu","Padre Miguel","64228","3","272"
"2013","Planning Area 5.1","XVII Bangu","Padre Miguel","64228","4","250"
"2013","Planning Area 5.1","XVII Bangu","Padre Miguel","64228","5","72"
"2013","Planning Area 5.1","XVII Bangu","Padre Miguel","64228","6","28"
"2013","Planning Area 5.1","XVII Bangu","Padre Miguel","64228","7","15"
"2013","Planning Area 5.1","XVII Bangu","Padre Miguel","64228","8","2"
"2013","Planning Area 5.1","XVII Bangu","Padre Miguel","64228","9","3"
"2013","Planning Area 5.1","XVII Bangu","Padre Miguel","64228","10","2"
"2013","Planning Area 5.1","XVII Bangu","Padre Miguel","64228","11","7"
"2013","Planning Area 5.1","XVII Bangu","Padre Miguel","64228","12","6"
"2013","Planning Area 5.1","XVII Bangu","Senador Camará","105515","1","44"
"2013","Planning Area 5.1","XVII Bangu","Senador Camará","105515","2","105"
"2013","Planning Area 5.1","XVII Bangu","Senador Camará","105515","3","269"
"2013","Planning Area 5.1","XVII Bangu","Senador Camará","105515","4","217"
"2013","Planning Area 5.1","XVII Bangu","Senador Camará","105515","5","85"
"2013","Planning Area 5.1","XVII Bangu","Senador Camará","105515","6","40"
"2013","Planning Area 5.1","XVII Bangu","Senador Camará","105515","7","17"
"2013","Planning Area 5.1","XVII Bangu","Senador Camará","105515","8","4"
"2013","Planning Area 5.1","XVII Bangu","Senador Camará","105515","9","7"
"2013","Planning Area 5.1","XVII Bangu","Senador Camará","105515","10","10"
"2013","Planning Area 5.1","XVII Bangu","Senador Camará","105515","11","4"
"2013","Planning Area 5.1","XVII Bangu","Senador Camará","105515","12","7"
"2013","Planning Area 5.1","XXXIII Realengo","Campo dos Afonsos","13184136513062","1","118"
"2013","Planning Area 5.1","XXXIII Realengo","Campo dos Afonsos","13184136513062","2","4430"
"2013","Planning Area 5.1","XXXIII Realengo","Campo dos Afonsos","13184136513062","3","7661"
"2013","Planning Area 5.1","XXXIII Realengo","Campo dos Afonsos","13184136513062","4","71102"
"2013","Planning Area 5.1","XXXIII Realengo","Campo dos Afonsos","13184136513062","5","3031"
"2013","Planning Area 5.1","XXXIII Realengo","Campo dos Afonsos","13184136513062","6","006"
"2013","Planning Area 5.1","XXXIII Realengo","Campo dos Afonsos","13184136513062","7","002"
"2013","Planning Area 5.1","XXXIII Realengo","Campo dos Afonsos","13184136513062","8","000"
"2013","Planning Area 5.1","XXXIII Realengo","Campo dos Afonsos","13184136513062","9","001"
"2013","Planning Area 5.1","XXXIII Realengo","Campo dos Afonsos","13184136513062","10","000"
"2013","Planning Area 5.1","XXXIII Realengo","Campo dos Afonsos","13184136513062","11","001"
"2013","Planning Area 5.1","XXXIII Realengo","Campo dos Afonsos","13184136513062","12","002"
"2013","Planning Area 5.1","XXXIII Realengo","Magalhães Bastos","24430180123","1","8117"
"2013","Planning Area 5.1","XXXIII Realengo","Magalhães Bastos","24430180123","2","49251"
"2013","Planning Area 5.1","XXXIII Realengo","Magalhães Bastos","24430180123","3","98704"
"2013","Planning Area 5.1","XXXIII Realengo","Magalhães Bastos","24430180123","4","62682"
"2013","Planning Area 5.1","XXXIII Realengo","Magalhães Bastos","24430180123","5","39199"
"2013","Planning Area 5.1","XXXIII Realengo","Magalhães Bastos","24430180123","6","553"
"2013","Planning Area 5.1","XXXIII Realengo","Magalhães Bastos","24430180123","7","421"
"2013","Planning Area 5.1","XXXIII Realengo","Magalhães Bastos","24430180123","8","17"
"2013","Planning Area 5.1","XXXIII Realengo","Magalhães Bastos","24430180123","9","16"
"2013","Planning Area 5.1","XXXIII Realengo","Magalhães Bastos","24430180123","10","09"
"2013","Planning Area 5.1","XXXIII Realengo","Magalhães Bastos","24430180123","11","17"
"2013","Planning Area 5.1","XXXIII Realengo","Magalhães Bastos","24430180123","12","110"
"2013","Planning Area 5.1","XXXIII Realengo","Realengo","24300610842","1","1405"
