id,x,y
9,503,446
9,503,448
9,504,449
9,504,454
9,506,457
9,506,461
9,508,464
9,508,469
9,510,472
9,510,476
9,512,479
9,512,482
9,514,485
9,514,490
9,516,493
9,516,495
9,518,499
9,518,503
9,520,505
9,520,509
9,522,512
9,522,515
9,524,518
9,524,522
9,525,523
9,525,525
9,526,526
9,526,528
9,528,532
9,528,535
9,530,538
9,530,542
9,534,550
9,534,555
9,538,563
9,538,568
9,540,570
9,540,573
9,542,577
9,542,580
9,544,583
9,544,587
9,546,590
9,546,593
9,548,596
9,548,600
9,550,603
9,550,607
9,552,610
9,552,612
9,554,616
9,554,620
9,556,623
9,556,626
9,558,629
9,558,634
9,560,636
9,560,639
9,561,640
9,561,642
9,562,643
9,562,645
9,564,649
9,564,653
9,566,656
9,566,659
9,568,662
9,568,667
9,570,669
9,570,674
9,571,676
9,570,674
9,570,669
9,568,666
9,568,662
9,566,659
9,566,656
9,564,653
9,564,649
9,563,648
9,563,646
9,562,645
9,562,643
9,560,639
9,560,636
9,558,633
9,558,629
9,556,626
9,556,622
9,554,620
9,554,616
9,553,615
9,552,610
9,550,607
9,550,603
9,548,600
9,548,596
9,546,593
9,546,590
9,544,587
9,544,583
9,542,580
9,542,577
9,540,573
9,540,570
9,538,567
9,538,563
9,536,560
9,536,557
9,534,555
9,534,550
9,530,542
9,530,538
9,528,535
9,528,532
9,526,528
9,526,525
9,524,522
9,524,518
9,522,515
9,522,512
9,520,509
9,520,505
9,518,502
9,518,499
9,516,495
9,516,492
9,514,490
9,514,485
9,512,482
9,512,479
9,510,476
9,510,472
9,508,468
9,508,464
9,506,461
9,506,457
9,504,454
9,504,449
9,503,448
