"Year","Week","Country.or.Subregion","Probable","Lab.Confirm","Severe.Dengue","Deaths","New.Serotype","Cumul.Serotype","Population.x.1000"
"2017","38 - 39","Canada",0,0,0,0,"DEN 0","0",0
"2017","38 - 39","United States of America",14,14,0,0,NA,"DEN",325128
"2017","38 - 38","Belize",0,0,0,0,NA,"DEN",348
"2017","34 - 34","Costa Rica",0,0,0,0,NA,"DEN 1,2",5002
"2017","38 - 39","El Salvador",91,5,2,0,NA,"DEN 2",6246
"2017","37 - 37","Guatemala",28,0,0,0,NA,"DEN 1,2,3,4",16255
"2017","38 - 39","Honduras",55,0,7,0,NA,"DEN 1,2,3",8721
"2017","38 - 39","Mexico",4334,610,10,0,NA,"DEN 1,2,3",125236
"2017","37 - 38","Nicaragua",783,9,0,0,NA,"DEN 2",6257
"2017","37 - 37","Panama",0,0,0,0,NA,"DEN 1,2",3988
"2017","38 - 39","Bolivia",951,2,0,0,NA,"DEN",11025
"2017","38 - 39","Colombia",463,0,1,-3,NA,"DEN 1,2,3,4",49529
"2017","38 - 39","Ecuador",63,63,0,0,NA,"DEN",16226
"2017","37 - 39","Peru",468,246,2,0,NA,"DEN 2,3",31161
"2017","31 - 31","Venezuela",0,0,0,0,NA,"DEN",31028
"2017","38 - 38","Argentina",0,0,0,0,NA,"DEN 1,3",42155
"2017","35 - 35","Brazil",0,0,0,0,NA,"DEN 1,2,3,4",203657
"2017","26 - 26","Chile",0,0,0,0,NA,"DEN 2",17924
"2017","37 - 37","Paraguay",0,0,0,0,NA,"DEN 1",7033
"2017","38 - 39","Uruguay",0,0,0,0,NA,NA,3430
"2017","25 - 25","Cuba",0,0,0,0,NA,"DEN 2,3",11249
"2017","38 - 38","Dominican Republic",0,0,0,0,NA,"DEN",10652
"2017","38 - 39","Puerto Rico",0,0,0,0,NA,"DEN 2",3680
"2017","38 - 39","American Virgin Islands",0,0,0,0,NA,"DEN",104
"2017","28 - 28","Anguilla",0,0,0,0,NA,"DEN",16
"2017","28 - 28","Antigua & Barbuda",0,0,0,0,NA,"DEN",92
"2017","26 - 26","Aruba",0,0,0,0,NA,"DEN",112
"2017","28 - 28","Bahamas",0,0,0,0,NA,"DEN",388
"2017","28 - 28","Barbados",0,0,0,0,NA,"DEN",291
"2017","28 - 28","Bermuda",0,0,0,0,NA,NA,70
"2017","0 - 0","Bonaire, Saba and St. Eustatius",0,0,0,0,NA,NA,0
"2017","32 - 32","British Virgin Islands",0,0,0,0,NA,"DEN",33
"2017","28 - 28","Cayman Islands",0,0,0,0,NA,"DEN",56
"2017","0 - 0","Curacao",0,0,0,0,NA,NA,0
"2017","28 - 28","Dominica",0,0,0,0,NA,"DEN",74
"2017","26 - 37","French Guiana",170,0,0,0,NA,"DEN",239
"2017","28 - 28","Grenada",0,0,0,0,NA,"DEN",111
"2017","30 - 30","Guadaloupe",0,0,0,0,NA,"DEN",411
"2017","0 - 0","Haiti",0,0,0,0,NA,NA,0
"2017","35 - 38","Jamaica",-3,0,0,0,NA,"DEN 3",2813
"2017","30 - 30","Martinique",0,0,0,0,NA,"DEN 2",398
"2017","28 - 28","Montserrat",0,0,0,0,NA,NA,5
"2017","30 - 30","St. Bartolome",0,0,0,0,NA,"DEN",9
"2017","28 - 28","St. Kitts & Nevis",0,0,0,0,NA,"DEN",52
"2017","24 - 24","St. Lucia",0,0,0,0,NA,"DEN",164
"2017","30 - 30","St. Martin",0,0,0,0,NA,"DEN",41
"2017","28 - 28","St. Vincent & the Grenadines",0,0,0,0,NA,"DEN",103
"2017","0 - 0","Suriname",0,0,0,0,NA,NA,0
"2017","32 - 32","Trinidad & Tobago",0,0,0,0,NA,"DEN",1347
"2017","24 - 24","Turks & Caicos Islands",0,0,0,0,NA,"DEN",50
