id,x,y
10,504,445
10,506,445
10,508,447
10,508,451
10,510,453
10,511,457
10,514,462
10,514,464
10,518,471
10,518,473
10,522,479
10,524,486
10,526,488
10,528,492
10,528,494
10,530,496
10,534,504
10,534,506
10,536,508
10,540,517
10,542,519
10,542,521
10,548,531
10,548,533
10,552,539
10,552,541
10,554,543
10,554,545
10,558,550
10,558,552
10,562,558
10,562,560
10,566,568
10,568,570
10,568,572
10,572,578
10,572,580
10,578,589
10,578,592
10,580,594
10,588,610
10,588,612
10,590,614
10,598,630
10,598,632
10,600,634
10,608,650
10,608,652
10,610,654
10,618,670
10,618,672
10,620,674
10,620,676
10,618,669
10,616,667
10,608,651
10,608,649
10,606,647
10,598,631
10,598,629
10,596,627
10,588,611
10,588,609
10,586,607
10,578,591
10,578,589
10,576,587
10,572,578
10,570,576
10,570,574
10,568,572
10,568,570
10,566,568
10,562,560
10,562,558
10,558,552
10,558,550
10,552,541
10,552,539
10,550,537
10,550,535
10,548,533
10,548,531
10,545,525
10,543,523
10,542,519
10,540,517
10,540,515
10,538,513
10,522,481
10,522,479
10,520,477
10,520,475
10,518,473
10,518,471
10,514,464
10,512,457
10,508,450
10,508,446
