"Year","Province","Month","Cases","Population","Total.Cases","Incidence.Per.100000","Total.Deaths","Fatality.Rate"
"2011","Amnat Charoen","January","5",372137,"311","83.57","0","0.00"
"2011","Ang Thong","January","5",284970,"355","124.57","0","0.00"
"2011","Bangkok","January","691",5701394,"10144","177.92","5","0.05"
"2011","Bueng Kan","January","0",403542,"40","9.91","0","0.00"
"2011","Buriram","January","49",1553765,"1023","65.84","1","0.10"
"2011","Chachoengsao","January","49",673933,"1883","279.40","1","0.05"
"2011","Chai Nat","January","11",334934,"357","106.59","0","0.00"
"2011","Chaiyaphum","January","9",1127423,"843","74.77","0","0.00"
"2011","Chanthaburi","January","29",514616,"814","158.18","0","0.00"
"2011","Chiang Mai","January","29",1640479,"591","36.03","2","0.34"
"2011","Chiang Rai","January","21",1198218,"516","43.06","1","0.19"
"2011","Chonburi","January","94",1316293,"1824","138.57","0","0.00"
"2011","Chumphon","January","32",489964,"283","57.76","1","0.35"
"2011","Kalasin","January","7",982578,"239","24.32","2","0.84"
"2011","Kamphaeng Phet","January","16",727093,"1174","161.46","2","0.17"
"2011","Kanchanaburi","January","21",839776,"918","109.31","1","0.11"
"2011","Khon Kaen","January","14",1767601,"1161","65.68","3","0.26"
"2011","Krabi","January","54",432704,"726","167.78","1","0.14"
"2011","Lampang","January","11",761949,"199","26.12","0","0.00"
"2011","Lamphun","January","2",404560,"99","24.47","0","0.00"
"2011","Loei","January","1",624066,"308","49.35","1","0.32"
"2011","Lopburi","January","58",755854,"1399","185.09","0","0.00"
"2011","Mae Hong Son","January","2",242742,"170","70.03","0","0.00"
"2011","Maha Sarakham","January","9",940911,"591","62.81","0","0.00"
"2011","Mukdahan","January","0",339575,"112","32.98","1","0.89"
"2011","Nakhon Nayok","January","3",252734,"261","103.27","0","0.00"
"2011","Nakhon Pathom","January","99",860246,"1411","164.02","0","0.00"
"2011","Nakhon Phanom","January","1",703392,"219","31.13","0","0.00"
"2011","Nakhon Ratchasima","January","44",2582089,"2479","96.01","0","0.00"
"2011","Nakhon Sawan","January","52",1073495,"2629","244.90","3","0.11"
"2011","Nakhon Si Thammarat","January","135",1522561,"808","53.07","1","0.12"
"2011","Nan","January","0",476363,"45","9.45","0","0.00"
"2011","Narathiwat","January","50",737162,"316","42.87","0","0.00"
"2011","Nong Bua Lam Phu","January","1",502868,"94","18.69","0","0.00"
"2011","Nong Khai","January","5",509395,"139","27.29","0","0.00"
"2011","Nonthaburi","January","50",1101743,"1354","122.90","1","0.07"
"2011","Pathum Thani","January","28",985643,"797","80.86","1","0.13"
"2011","Pattani","January","38",655259,"152","23.20","0","0.00"
"2011","Phang Nga","January","6",253112,"284","112.20","0","0.00"
"2011","Phatthalung","January","69",509534,"478","93.81","0","0.00"
"2011","Phayao","January","3",486304,"153","31.46","0","0.00"
"2011","Phetchabun","January","24",996031,"1229","123.39","3","0.24"
"2011","Phetchaburi","January","6",464033,"801","172.62","1","0.12"
"2011","Phichit","January","28",552690,"948","171.52","2","0.21"
"2011","Phitsanulok","January","27",849692,"1249","146.99","0","0.00"
"2011","Phrae","January","2",460756,"94","20.40","0","0.00"
"2011","Phuket","January","28",345067,"217","62.89","1","0.46"
"2011","Prachinburi","January","13",466572,"818","175.32","0","0.00"
"2011","Prachuap Khiri Khan","January","29",509134,"656","128.85","0","0.00"
"2011","Ranong","January","5",183079,"77","42.06","0","0.00"
"2011","Ratchaburi","January","78",839075,"1919","228.70","1","0.05"
"2011","Rayong","January","59",626402,"1405","224.30","4","0.28"
"2011","Roi Et","January","9",1309708,"1726","131.79","3","0.17"
