"Year","Province","Month","Cases","Population","Total.Cases","Incidence.Per.100000","Total.Deaths","Fatality.Rate"
"2015","Amnat Charoen","January","2",375380,"616","164.10","1","0.16"
"2015","Ang Thong","January","17",283568,"1062","374.51","0","0.00"
"2015","Bangkok","January","614",5692284,"26291","461.87","3","0.01"
"2015","Bueng Kan","January","2",418566,"255","60.92","0","0.00"
"2015","Buriram","January","7",1579248,"1969","124.68","1","0.05"
"2015","Chachoengsao","January","15",695478,"2333","335.45","6","0.26"
"2015","Chai Nat","January","11",332283,"601","180.87","1","0.17"
"2015","Chaiyaphum","January","25",1137049,"2895","254.61","2","0.07"
"2015","Chanthaburi","January","39",527350,"2210","419.08","1","0.05"
"2015","Chiang Mai","January","17",1678284,"5089","303.23","4","0.08"
"2015","Chiang Rai","January","6",1207699,"1692","140.10","0","0.00"
"2015","Chonburi","January","108",1421425,"2832","199.24","13","0.46"
"2015","Chumphon","January","36",500575,"572","114.27","0","0.00"
"2015","Kalasin","January","3",984907,"1420","144.18","0","0.00"
"2015","Kamphaeng Phet","January","6",729522,"669","91.70","1","0.15"
"2015","Kanchanaburi","January","30",848198,"1212","142.89","5","0.41"
"2015","Khon Kaen","January","4",1790049,"2248","125.58","5","0.22"
"2015","Krabi","January","66",456811,"1714","375.21","4","0.23"
"2015","Lampang","January","4",753013,"1387","184.19","0","0.00"
"2015","Lamphun","January","0",405468,"710","175.11","0","0.00"
"2015","Loei","January","0",634513,"951","149.88","0","0.00"
"2015","Lopburi","January","38",758406,"2258","297.73","3","0.13"
"2015","Mae Hong Son","January","10",248178,"691","278.43","0","0.00"
"2015","Maha Sarakham","January","4",960588,"1117","116.28","1","0.09"
"2015","Mukdahan","January","0",346016,"382","110.40","0","0.00"
"2015","Nakhon Nayok","January","7",257300,"432","167.90","0","0.00"
"2015","Nakhon Pathom","January","128",891071,"3079","345.54","2","0.06"
"2015","Nakhon Phanom","January","5",713341,"802","112.43","0","0.00"
"2015","Nakhon Ratchasima","January","45",2620517,"7194","274.53","13","0.18"
"2015","Nakhon Sawan","January","24",1072756,"3653","340.52","3","0.08"
"2015","Nakhon Si Thammarat","January","157",1548028,"1957","126.42","2","0.10"
"2015","Nan","January","0",478264,"530","110.82","0","0.00"
"2015","Narathiwat","January","35",774799,"877","113.19","1","0.11"
"2015","Nong Bua Lam Phu","January","0",508864,"215","42.25","0","0.00"
"2015","Nong Khai","January","0",517260,"575","111.16","0","0.00"
"2015","Nonthaburi","January","28",1173870,"1924","163.90","3","0.16"
"2015","Pathum Thani","January","24",1074058,"1445","134.54","2","0.14"
"2015","Pattani","January","63",686186,"551","80.30","1","0.18"
"2015","Phang Nga","January","14",261370,"382","146.15","0","0.00"
"2015","Phatthalung","January","40",520419,"535","102.80","0","0.00"
"2015","Phayao","January","0",484454,"315","65.02","1","0.32"
"2015","Phetchabun","January","3",995807,"785","78.83","0","0.00"
"2015","Phetchaburi","January","51",474192,"2941","620.21","6","0.20"
"2015","Phichit","January","3",547543,"837","152.86","0","0.00"
"2015","Phitsanulok","January","5",858988,"1183","137.72","1","0.08"
"2015","Phrae","January","1",454083,"1347","296.64","4","0.30"
"2015","Phuket","January","22",378364,"816","215.67","0","0.00"
"2015","Prachinburi","January","24",479314,"1942","405.16","0","0.00"
"2015","Prachuap Khiri Khan","January","22",525107,"1353","257.66","4","0.30"
"2015","Ranong","January","17",177089,"264","149.08","1","0.38"
"2015","Ratchaburi","January","81",853217,"4378","513.12","5","0.11"
"2015","Rayong","January","137",674393,"3930","582.75","5","0.13"
"2015","Roi Et","January","10",1308318,"1966","150.27","1","0.05"
"2015","Sa Kaeo","January","10",552187,"1284","232.53","2","0.16"
"2015","Sakon Nakhon","January","1",1138609,"831","72.98","0","0.00"
"2015","Samut Prakan","January","132",1261530,"2990","237.01","4","0.13"
"2015","Samut Sakhon","January","68",531887,"1518","285.40","2","0.13"
"2015","Samut Songkhram","January","20",194189,"678","349.14","0","0.00"
"2015","Saraburi","January","25",633460,"1581","249.58","3","0.19"
"2015","Satun","January","6",312673,"146","46.69","0","0.00"
