"Year","Province","Month","Cases","Population","Total.Cases","Incidence.Per.100000","Total.Deaths","Fatality.Rate"
"2009","Amnat Charoen","January","3",369476,"171","46.28","0","0.00"
"2009","Ang Thong","January","22",284831,"156","54.77","0","0.00"
"2009","Bangkok","January","509",5710883,"7132","124.88","4","0.06"
"2009","Buriram","January","11",1541650,"1255","81.41","1","0.08"
"2009","Chachoengsao","January","28",664830,"741","111.46","1","0.13"
"2009","Chai Nat","January","9",335952,"129","38.40","0","0.00"
"2009","Chaiyaphum","January","9",1122647,"381","33.94","1","0.26"
"2009","Chanthaburi","January","9",508020,"520","102.36","0","0.00"
"2009","Chiang Mai","January","87",1670317,"1831","109.62","0","0.00"
"2009","Chiang Rai","January","3",1227317,"1038","84.57","2","0.19"
"2009","Chonburi","January","66",1264687,"1777","140.51","4","0.23"
"2009","Chumphon","January","16",484722,"665","137.19","1","0.15"
"2009","Kalasin","January","6",978583,"583","59.58","2","0.34"
"2009","Kamphaeng Phet","January","14",726213,"375","51.64","1","0.27"
"2009","Kanchanaburi","January","33",840905,"820","97.51","2","0.24"
"2009","Khon Kaen","January","7",1756101,"808","46.01","2","0.25"
"2009","Krabi","January","14",418705,"294","70.22","0","0.00"
"2009","Lampang","January","13",767615,"576","75.04","0","0.00"
"2009","Lamphun","January","0",405125,"151","37.27","0","0.00"
"2009","Loei","January","3",618423,"365","59.02","0","0.00"
"2009","Lopburi","January","25",753801,"414","54.92","0","0.00"
"2009","Mae Hong Son","January","5",252692,"604","239.03","2","0.33"
"2009","Maha Sarakham","January","1",936854,"324","34.58","0","0.00"
"2009","Mukdahan","January","2",337497,"264","78.22","0","0.00"
"2009","Nakhon Nayok","January","7",250753,"57","22.73","0","0.00"
"2009","Nakhon Pathom","January","52",843599,"1109","131.46","0","0.00"
"2009","Nakhon Phanom","January","0",699364,"118","16.87","0","0.00"
"2009","Nakhon Ratchasima","January","22",2565117,"1735","67.64","2","0.12"
"2009","Nakhon Sawan","January","31",1074239,"994","92.53","0","0.00"
"2009","Nakhon Si Thammarat","January","147",1513163,"1204","79.57","1","0.08"
"2009","Nan","January","1",475984,"132","27.73","0","0.00"
"2009","Narathiwat","January","57",719930,"441","61.26","1","0.23"
"2009","Nong Bua Lam Phu","January","0",499520,"126","25.22","0","0.00"
"2009","Nong Khai","January","4",906877,"343","37.82","0","0.00"
"2009","Nonthaburi","January","70",1052592,"1397","132.72","0","0.00"
"2009","Pathum Thani","January","32",929250,"416","44.77","0","0.00"
"2009","Pattani","January","112",642169,"705","109.78","0","0.00"
"2009","Phang Nga","January","7",249933,"231","92.42","0","0.00"
"2009","Phatthalung","January","67",505129,"691","136.80","0","0.00"
"2009","Phayao","January","0",487386,"587","120.44","0","0.00"
"2009","Phetchabun","January","12",996231,"689","69.16","2","0.29"
"2009","Phetchaburi","January","24",458975,"538","117.22","1","0.19"
"2009","Phichit","January","22",554112,"599","108.10","0","0.00"
"2009","Phitsanulok","January","36",843995,"731","86.61","1","0.14"
"2009","Phrae","January","7",463477,"675","145.64","0","0.00"
"2009","Phuket","January","31",327006,"284","86.85","0","0.00"
"2009","Prachinburi","January","20",459379,"535","116.46","0","0.00"
"2009","Prachuap Khiri Khan","January","9",500378,"569","113.71","0","0.00"
"2009","Ranong","January","15",182729,"160","87.56","0","0.00"
"2009","Ratchaburi","January","76",835861,"1546","184.96","2","0.13"
"2009","Rayong","January","46",598664,"998","166.70","1","0.10"
"2009","Roi Et","January","9",1307212,"768","58.75","0","0.00"
"2009","Sa Kaeo","January","11",541425,"361","66.68","0","0.00"
"2009","Sakon Nakhon","January","0",1116034,"363","32.53","1","0.28"
"2009","Samut Prakan","January","95",1147224,"2040","177.82","3","0.15"
"2009","Samut Sakhon","January","46",478146,"534","111.68","0","0.00"
"2009","Samut Songkhram","January","2",194054,"110","56.69","0","0.00"
"2009","Saraburi","January","17",621640,"321","51.64","0","0.00"
"2009","Satun","January","9",288409,"193","66.92","2","1.04"
"2009","Sing Buri","January","2",215551,"25","11.60","0","0.00"
"2009","Sisaket","January","15",1441412,"734","50.92","0","0.00"
"2009","Songkhla","January","243",1335768,"1989","148.90","3","0.15"
"2009","Sukhothai","January","8",603817,"339","56.14","0","0.00"
"2009","Suphan Buri","January","49",844498,"545","64.54","0","0.00"
"2009","Surat Thani","January","56",983486,"616","62.63","1","0.16"
"2009","Surin","January","11",1375560,"1021","74.22","0","0.00"
"2009","Tak","January","18",538330,"880","163.47","1","0.11"
"2009","Trang","January","38",614869,"410","66.68","0","0.00"
"2009","Trat","January","2",221827,"186","83.85","0","0.00"
"2009","Ubon Ratchathani","January","8",1795453,"693","38.60","0","0.00"
"2009","Udon Thani","January","3",1535629,"493","32.10","0","0.00"
"2009","Uthai Thani","January","3",327586,"76","23.20","1","1.32"
"2009","Uttaradit","January","13",464205,"105","22.62","0","0.00"
"2009","Yala","January","39",475527,"383","80.54","0","0.00"
"2009","Yasothon","January","0",539284,"247","45.80","0","0.00"
"2009","Amnat Charoen","February","2",369476,"171","46.28","0","0.00"
"2009","Ang Thong","February","17",284831,"156","54.77","0","0.00"
"2009","Bangkok","February","301",5710883,"7132","124.88","4","0.06"
"2009","Buriram","February","12",1541650,"1255","81.41","1","0.08"
"2009","Chachoengsao","February","31",664830,"741","111.46","1","0.13"
"2009","Chai Nat","February","6",335952,"129","38.40","0","0.00"
"2009","Chaiyaphum","February","19",1122647,"381","33.94","1","0.26"
"2009","Chanthaburi","February","4",508020,"520","102.36","0","0.00"
"2009","Chiang Mai","February","44",1670317,"1831","109.62","0","0.00"
"2009","Chiang Rai","February","4",1227317,"1038","84.57","2","0.19"
"2009","Chonburi","February","46",1264687,"1777","140.51","4","0.23"
"2009","Chumphon","February","26",484722,"665","137.19","1","0.15"
"2009","Kalasin","February","9",978583,"583","59.58","2","0.34"
"2009","Kamphaeng Phet","February","7",726213,"375","51.64","1","0.27"
"2009","Kanchanaburi","February","31",840905,"820","97.51","2","0.24"
"2009","Khon Kaen","February","4",1756101,"808","46.01","2","0.25"
"2009","Krabi","February","13",418705,"294","70.22","0","0.00"
"2009","Lampang","February","8",767615,"576","75.04","0","0.00"
"2009","Lamphun","February","1",405125,"151","37.27","0","0.00"
"2009","Loei","February","1",618423,"365","59.02","0","0.00"
"2009","Lopburi","February","23",753801,"414","54.92","0","0.00"
"2009","Mae Hong Son","February","4",252692,"604","239.03","2","0.33"
"2009","Maha Sarakham","February","1",936854,"324","34.58","0","0.00"
"2009","Mukdahan","February","6",337497,"264","78.22","0","0.00"
"2009","Nakhon Nayok","February","2",250753,"57","22.73","0","0.00"
"2009","Nakhon Pathom","February","65",843599,"1109","131.46","0","0.00"
"2009","Nakhon Phanom","February","4",699364,"118","16.87","0","0.00"
"2009","Nakhon Ratchasima","February","30",2565117,"1735","67.64","2","0.12"
"2009","Nakhon Sawan","February","39",1074239,"994","92.53","0","0.00"
"2009","Nakhon Si Thammarat","February","125",1513163,"1204","79.57","1","0.08"
"2009","Nan","February","1",475984,"132","27.73","0","0.00"
"2009","Narathiwat","February","33",719930,"441","61.26","1","0.23"
"2009","Nong Bua Lam Phu","February","3",499520,"126","25.22","0","0.00"
"2009","Nong Khai","February","6",906877,"343","37.82","0","0.00"
"2009","Nonthaburi","February","40",1052592,"1397","132.72","0","0.00"
"2009","Pathum Thani","February","13",929250,"416","44.77","0","0.00"
"2009","Pattani","February","81",642169,"705","109.78","0","0.00"
"2009","Phang Nga","February","9",249933,"231","92.42","0","0.00"
"2009","Phatthalung","February","33",505129,"691","136.80","0","0.00"
"2009","Phayao","February","2",487386,"587","120.44","0","0.00"
"2009","Phetchabun","February","7",996231,"689","69.16","2","0.29"
"2009","Phetchaburi","February","16",458975,"538","117.22","1","0.19"
"2009","Phichit","February","38",554112,"599","108.10","0","0.00"
"2009","Phitsanulok","February","23",843995,"731","86.61","1","0.14"
"2009","Phrae","February","9",463477,"675","145.64","0","0.00"
"2009","Phuket","February","16",327006,"284","86.85","0","0.00"
"2009","Prachinburi","February","15",459379,"535","116.46","0","0.00"
"2009","Prachuap Khiri Khan","February","17",500378,"569","113.71","0","0.00"
"2009","Ranong","February","5",182729,"160","87.56","0","0.00"
"2009","Ratchaburi","February","61",835861,"1546","184.96","2","0.13"
"2009","Rayong","February","30",598664,"998","166.70","1","0.10"
"2009","Roi Et","February","14",1307212,"768","58.75","0","0.00"
"2009","Sa Kaeo","February","6",541425,"361","66.68","0","0.00"
"2009","Sakon Nakhon","February","2",1116034,"363","32.53","1","0.28"
"2009","Samut Prakan","February","117",1147224,"2040","177.82","3","0.15"
"2009","Samut Sakhon","February","29",478146,"534","111.68","0","0.00"
"2009","Samut Songkhram","February","1",194054,"110","56.69","0","0.00"
"2009","Saraburi","February","20",621640,"321","51.64","0","0.00"
"2009","Satun","February","16",288409,"193","66.92","2","1.04"
"2009","Sing Buri","February","2",215551,"25","11.60","0","0.00"
"2009","Sisaket","February","28",1441412,"734","50.92","0","0.00"
"2009","Songkhla","February","192",1335768,"1989","148.90","3","0.15"
"2009","Sukhothai","February","9",603817,"339","56.14","0","0.00"
"2009","Suphan Buri","February","30",844498,"545","64.54","0","0.00"
"2009","Surat Thani","February","58",983486,"616","62.63","1","0.16"
"2009","Surin","February","7",1375560,"1021","74.22","0","0.00"
"2009","Tak","February","21",538330,"880","163.47","1","0.11"
"2009","Trang","February","25",614869,"410","66.68","0","0.00"
"2009","Trat","February","4",221827,"186","83.85","0","0.00"
"2009","Ubon Ratchathani","February","11",1795453,"693","38.60","0","0.00"
"2009","Udon Thani","February","9",1535629,"493","32.10","0","0.00"
"2009","Uthai Thani","February","0",327586,"76","23.20","1","1.32"
"2009","Uttaradit","February","8",464205,"105","22.62","0","0.00"
"2009","Yala","February","34",475527,"383","80.54","0","0.00"
"2009","Yasothon","February","0",539284,"247","45.80","0","0.00"
"2009","Amnat Charoen","March","10",369476,"171","46.28","0","0.00"
"2009","Ang Thong","March","20",284831,"156","54.77","0","0.00"
"2009","Bangkok","March","306",5710883,"7132","124.88","4","0.06"
"2009","Buriram","March","23",1541650,"1255","81.41","1","0.08"
"2009","Chachoengsao","March","33",664830,"741","111.46","1","0.13"
"2009","Chai Nat","March","12",335952,"129","38.40","0","0.00"
"2009","Chaiyaphum","March","7",1122647,"381","33.94","1","0.26"
"2009","Chanthaburi","March","4",508020,"520","102.36","0","0.00"
"2009","Chiang Mai","March","34",1670317,"1831","109.62","0","0.00"
"2009","Chiang Rai","March","7",1227317,"1038","84.57","2","0.19"
"2009","Chonburi","March","61",1264687,"1777","140.51","4","0.23"
"2009","Chumphon","March","44",484722,"665","137.19","1","0.15"
"2009","Kalasin","March","19",978583,"583","59.58","2","0.34"
"2009","Kamphaeng Phet","March","18",726213,"375","51.64","1","0.27"
"2009","Kanchanaburi","March","45",840905,"820","97.51","2","0.24"
"2009","Khon Kaen","March","13",1756101,"808","46.01","2","0.25"
"2009","Krabi","March","17",418705,"294","70.22","0","0.00"
"2009","Lampang","March","9",767615,"576","75.04","0","0.00"
"2009","Lamphun","March","2",405125,"151","37.27","0","0.00"
"2009","Loei","March","5",618423,"365","59.02","0","0.00"
"2009","Lopburi","March","26",753801,"414","54.92","0","0.00"
"2009","Mae Hong Son","March","6",252692,"604","239.03","2","0.33"
"2009","Maha Sarakham","March","9",936854,"324","34.58","0","0.00"
"2009","Mukdahan","March","2",337497,"264","78.22","0","0.00"
"2009","Nakhon Nayok","March","1",250753,"57","22.73","0","0.00"
"2009","Nakhon Pathom","March","44",843599,"1109","131.46","0","0.00"
"2009","Nakhon Phanom","March","4",699364,"118","16.87","0","0.00"
"2009","Nakhon Ratchasima","March","66",2565117,"1735","67.64","2","0.12"
"2009","Nakhon Sawan","March","27",1074239,"994","92.53","0","0.00"
"2009","Nakhon Si Thammarat","March","100",1513163,"1204","79.57","1","0.08"
"2009","Nan","March","0",475984,"132","27.73","0","0.00"
"2009","Narathiwat","March","29",719930,"441","61.26","1","0.23"
"2009","Nong Bua Lam Phu","March","7",499520,"126","25.22","0","0.00"
"2009","Nong Khai","March","8",906877,"343","37.82","0","0.00"
"2009","Nonthaburi","March","48",1052592,"1397","132.72","0","0.00"
"2009","Pathum Thani","March","23",929250,"416","44.77","0","0.00"
"2009","Pattani","March","50",642169,"705","109.78","0","0.00"
"2009","Phang Nga","March","17",249933,"231","92.42","0","0.00"
"2009","Phatthalung","March","41",505129,"691","136.80","0","0.00"
"2009","Phayao","March","5",487386,"587","120.44","0","0.00"
"2009","Phetchabun","March","26",996231,"689","69.16","2","0.29"
"2009","Phetchaburi","March","27",458975,"538","117.22","1","0.19"
"2009","Phichit","March","61",554112,"599","108.10","0","0.00"
"2009","Phitsanulok","March","30",843995,"731","86.61","1","0.14"
"2009","Phrae","March","7",463477,"675","145.64","0","0.00"
"2009","Phuket","March","17",327006,"284","86.85","0","0.00"
"2009","Prachinburi","March","32",459379,"535","116.46","0","0.00"
"2009","Prachuap Khiri Khan","March","31",500378,"569","113.71","0","0.00"
"2009","Ranong","March","9",182729,"160","87.56","0","0.00"
"2009","Ratchaburi","March","73",835861,"1546","184.96","2","0.13"
"2009","Rayong","March","38",598664,"998","166.70","1","0.10"
"2009","Roi Et","March","32",1307212,"768","58.75","0","0.00"
