"Year","Province","Month","Cases","Population","Total.Cases","Incidence.Per.100000","Total.Deaths","Fatality.Rate"
"2013","Amnat Charoen","January","8",372868,"553","148.31","2","0.36"
"2013","Ang Thong","January","24",283972,"231","81.35","0","0.00"
"2013","Bangkok","January","1509",5674202,"14134","249.09","2","0.01"
"2013","Bueng Kan","January","8",410124,"931","227.00","2","0.21"
"2013","Buriram","January","111",1562912,"2513","160.79","2","0.08"
"2013","Chachoengsao","January","40",682545,"691","101.24","1","0.14"
"2013","Chai Nat","January","40",333214,"398","119.44","0","0.00"
"2013","Chaiyaphum","January","42",1130228,"1141","100.95","0","0.00"
"2013","Chanthaburi","January","62",519333,"1455","280.17","1","0.07"
"2013","Chiang Mai","January","138",1650893,"11457","693.99","8","0.07"
"2013","Chiang Rai","January","131",1199539,"13326","1,110.93","9","0.07"
"2013","Chonburi","January","144",1351329,"2074","153.48","3","0.14"
"2013","Chumphon","January","69",493746,"1438","291.24","4","0.28"
"2013","Kalasin","January","19",983370,"1443","146.74","2","0.14"
"2013","Kamphaeng Phet","January","36",726782,"1072","147.50","1","0.09"
"2013","Kanchanaburi","January","65",838591,"505","60.22","1","0.20"
"2013","Khon Kaen","January","107",1770441,"3017","170.41","3","0.10"
"2013","Krabi","January","201",441503,"2034","460.70","2","0.10"
"2013","Lampang","January","29",757173,"3122","412.32","2","0.06"
"2013","Lamphun","January","37",404313,"1251","309.41","1","0.08"
"2013","Loei","January","83",627354,"2749","438.19","7","0.25"
"2013","Lopburi","January","38",757093,"828","109.37","0","0.00"
"2013","Mae Hong Son","January","5",244202,"1897","776.82","1","0.05"
"2013","Maha Sarakham","January","96",942442,"2718","288.40","1","0.04"
"2013","Mukdahan","January","20",341725,"997","291.76","1","0.10"
"2013","Nakhon Nayok","January","10",254502,"344","135.17","0","0.00"
"2013","Nakhon Pathom","January","129",870340,"1232","141.55","2","0.16"
"2013","Nakhon Phanom","January","37",706559,"2340","331.18","2","0.09"
"2013","Nakhon Ratchasima","January","294",2593246,"6946","267.85","6","0.09"
"2013","Nakhon Sawan","January","182",1072516,"1970","183.68","2","0.10"
"2013","Nakhon Si Thammarat","January","565",1530479,"4496","293.76","7","0.16"
"2013","Nan","January","16",477142,"879","184.22","0","0.00"
"2013","Narathiwat","January","94",752384,"1498","199.10","1","0.07"
"2013","Nong Bua Lam Phu","January","31",503811,"1148","227.86","0","0.00"
"2013","Nong Khai","January","21",511155,"1073","209.92","0","0.00"
"2013","Nonthaburi","January","106",1132150,"1336","118.01","0","0.00"
"2013","Pathum Thani","January","108",1022367,"1121","109.65","3","0.27"
"2013","Pattani","January","89",667550,"1182","177.07","1","0.08"
"2013","Phang Nga","January","54",256212,"760","296.63","2","0.26"
"2013","Phatthalung","January","57",512777,"490","95.56","1","0.20"
"2013","Phayao","January","18",487296,"916","187.98","0","0.00"
"2013","Phetchabun","January","48",992255,"3108","313.23","2","0.06"
"2013","Phetchaburi","January","0",467476,"30","6.42","0","0.00"
"2013","Phichit","January","49",549541,"714","129.93","0","0.00"
"2013","Phitsanulok","January","69",852864,"1248","146.33","3","0.24"
"2013","Phrae","January","10",458178,"993","216.73","2","0.20"
"2013","Phuket","January","25",357376,"2259","632.11","2","0.09"
"2013","Prachinburi","January","34",471711,"945","200.33","0","0.00"
