id,x,y
11,510,445
11,512,446
11,512,448
11,526,469
11,536,481
11,536,483
11,537,483
11,540,486
11,540,488
11,545,492
11,550,501
11,552,502
11,552,504
11,553,504
11,556,509
11,558,510
11,558,512
11,560,513
11,562,517
11,563,517
11,566,522
11,568,523
11,568,525
11,572,528
11,572,530
11,576,533
11,576,535
11,578,536
11,578,538
11,579,538
11,580,540
11,582,541
11,582,543
11,586,546
11,586,548
11,588,549
11,590,553
11,592,554
11,592,556
11,594,557
11,596,561
11,597,561
11,600,566
11,602,567
11,602,569
11,606,572
11,606,574
11,607,574
11,610,579
11,612,580
11,612,582
11,613,582
11,616,587
11,618,588
11,618,590
11,619,590
11,622,595
11,624,596
11,624,598
11,625,598
11,628,603
11,630,604
11,630,606
11,632,607
11,634,611
11,635,611
11,638,616
11,640,617
11,640,619
11,642,620
11,642,622
11,643,622
11,646,627
11,648,628
11,648,630
11,649,630
11,652,635
11,654,636
11,654,638
11,655,638
11,658,643
11,660,644
11,660,646
11,662,647
11,662,649
11,666,652
11,666,654
11,668,655
11,668,657
11,670,658
11,670,660
11,671,660
11,674,665
11,676,666
11,676,668
11,678,669
11,678,671
11,679,671
11,681,674
11,672,660
11,670,659
11,658,641
11,656,640
11,656,638
11,655,638
11,652,633
11,650,632
11,638,614
11,636,613
11,632,606
11,631,606
11,628,601
11,626,600
11,626,598
11,624,597
11,616,585
11,614,584
11,610,577
11,608,576
11,608,574
11,606,573
11,600,564
11,599,564
11,596,559
11,594,558
11,594,556
11,592,555
11,590,551
11,588,550
11,580,538
11,578,537
11,574,530
11,572,529
11,566,520
11,565,520
11,562,515
11,560,514
11,560,512
11,559,512
11,550,500
11,549,495
11,544,489
11,542,489
11,540,487
11,539,484
11,538,484
11,534,478
11,532,477
11,532,475
11,530,474
11,526,467
11,520,460
11,520,458
11,518,457
11,514,451
11,514,449
11,512,448
11,512,446
