id,x,y

1,464,440
1,435,450
1,425,450
1,415,452
1,386,452
1,368,450
1,334,450
1,333,449
1,272,449
1,271,450
1,238,450
1,196,455
1,184,455
1,153,460
1,142,460
1,117,465
1,108,465
1,97,468
1,66,472
1,56,475
1,49,475
1,29,480
1,21,480
1,17,482
1,2,484
1,17,482
1,21,480
1,29,480
1,43,476
1,56,475
1,66,472
1,97,468
1,108,465
1,117,465
1,142,460
1,153,460
1,184,455
1,196,455
1,238,450
1,271,450
1,272,449
1,333,449
1,334,450
1,368,450
1,386,452
1,415,452
1,425,450
1,435,450
2,467,442
2,465,445
2,452,453
2,426,465
2,422,465
2,411,470
2,406,470
2,393,475
2,388,475
2,353,485
2,348,485
2,305,496
2,225,520
2,150,546
2,132,554
2,123,556
2,0,606
2,75,575
2,91,570
2,100,565
2,106,564
2,148,548
2,150,546
2,157,545
2,167,540
2,225,520
2,309,495
2,348,485
2,353,485
2,388,475
2,393,475
2,426,465
2,451,454
2,465,445
3,479,442
3,476,442
3,462,458
3,443,473
3,441,476
3,394,508
3,386,512
3,380,517
3,375,519
3,364,527
3,359,529
3,318,555
3,309,562
3,304,564
3,237,609
3,220,622
3,211,627
3,186,646
3,158,665
3,144,676
3,142,676
3,146,676
3,148,673
3,188,644
3,191,643
3,199,636
3,205,633
3,226,617
3,241,608
3,245,604
3,269,589
3,288,575
3,425,488
3,430,483
3,445,473
3,470,451
3,470,449
3,477,442
4,479,445
4,475,452
4,472,455
4,471,458
4,466,463
4,465,466
4,463,467
4,457,476
4,445,490
4,436,498
4,435,501
4,433,502
4,430,506
4,428,507
4,426,510
4,423,512
4,420,516
4,418,517
4,416,520
4,376,559
4,374,562
4,370,564
4,370,565
4,367,567
4,366,569
4,361,573
4,360,575
4,357,577
4,356,579
4,351,583
4,350,585
4,347,587
4,346,589
4,341,593
4,340,595
4,337,597
4,336,599
4,331,603
4,310,625
4,309,625
4,309,626
4,270,665
4,270,666
4,262,673
4,260,676
4,261,676
4,272,663
4,279,657
4,279,656
4,311,624
4,312,624
4,312,623
4,315,621
4,315,620
4,372,563
4,373,563
4,424,512
4,425,512
4,425,511
4,460,473
4,462,469
4,474,454
5,484,445
5,483,449
5,481,452
5,481,454
5,476,463
5,476,465
5,473,469
5,470,477
5,468,479
5,464,488
5,462,490
5,459,497
5,453,506
5,450,513
5,447,516
5,445,521
5,443,523
5,436,536
5,433,539
5,432,542
5,422,557
5,418,565
5,414,570
5,413,573
5,408,579
5,406,584
5,397,597
5,395,602
5,390,608
5,385,618
5,383,619
5,376,632
5,373,635
5,366,648
5,362,653
5,361,656
5,358,659
5,356,664
5,352,669
5,350,674
5,356,663
5,365,650
5,367,645
5,369,644
5,373,636
5,376,633
5,376,631
5,380,626
5,381,623
5,385,620
5,385,618
5,388,612
5,396,601
5,398,596
5,404,588
5,408,580
5,411,577
5,418,564
5,421,561
5,423,556
5,426,553
5,426,551
5,429,548
5,430,545
5,432,543
5,432,541
5,436,537
5,442,525
5,445,522
5,448,515
5,456,503
5,456,501
5,460,496
5,460,494
5,462,492
5,462,490
5,465,487
5,467,481
5,470,478
5,470,476
5,473,470
5,475,468
5,476,463
5,480,457
5,480,455
5,484,447
6,489,443
6,488,444
6,488,447
6,486,449
6,486,454
6,484,457
6,484,461
6,482,463
6,482,467
6,480,470
6,480,473
6,478,476
6,478,480
6,476,482
6,476,485
6,474,488
6,474,491
6,472,493
6,472,496
6,470,499
6,470,502
6,468,505
6,468,507
6,466,509
6,466,512
6,464,515
6,464,518
6,462,520
6,462,523
6,460,526
6,460,528
6,458,530
6,458,533
6,456,535
6,456,538
6,452,546
6,452,549
6,450,551
6,450,553
6,448,556
6,448,559
6,446,561
6,446,563
6,444,566
6,444,568
6,442,570
6,442,573
6,440,575
6,440,578
6,438,580
6,438,583
6,436,585
6,436,588
6,432,595
6,432,598
6,430,600
6,430,602
6,428,605
6,428,608
6,426,610
6,426,612
6,424,615
6,424,617
6,422,620
6,422,622
6,420,625
6,420,627
6,418,629
6,418,632
6,416,634
6,416,637
6,414,639
6,414,642
6,412,644
6,412,646
6,408,654
6,408,657
6,406,659
6,406,661
6,404,663
6,404,666
6,402,668
6,402,671
6,400,674
6,400,676
6,400,674
6,404,666
6,404,663
6,406,661
6,406,659
6,408,657
6,408,654
6,410,651
6,410,649
6,412,647
6,412,644
6,414,642
6,414,639
6,416,637
6,416,634
6,418,632
6,418,629
6,420,627
6,420,625
6,422,623
6,422,620
6,424,617
6,424,615
6,426,612
6,426,610
6,428,608
6,428,605
6,430,603
6,430,600
6,432,598
6,432,595
6,434,593
6,434,591
6,438,583
6,438,580
6,440,578
6,440,575
6,442,573
6,442,571
6,444,568
6,444,566
6,446,564
6,446,561
6,448,559
6,448,556
6,450,554
6,450,551
6,452,549
6,452,546
6,454,543
6,454,541
6,456,539
6,456,536
6,458,533
6,458,531
6,460,528
6,460,526
6,464,518
6,464,515
6,466,513
6,466,510
6,470,502
6,470,499
6,472,497
6,472,494
6,474,491
6,474,488
6,476,485
6,476,482
6,478,480
6,478,476
6,480,474
6,480,470
6,482,467
6,482,464
6,484,461
6,484,457
6,486,454
6,486,450
6,488,447
6,488,444
7,491,445
7,491,448
7,490,449
7,490,458
7,489,459
7,489,462
7,488,463
7,488,471
7,486,474
7,486,481
7,485,482
7,485,485
7,484,486
7,484,493
7,482,496
7,482,503
7,480,506
7,480,513
7,478,516
7,478,522
7,476,526
7,476,532
7,474,535
7,474,542
7,472,546
7,472,550
7,470,553
7,470,560
7,468,564
7,468,569
7,466,572
7,466,578
7,464,581
7,464,587
7,462,590
7,462,596
7,460,599
7,460,605
7,458,609
7,458,614
7,456,616
7,456,622
7,454,625
7,454,632
7,452,636
7,452,640
7,450,643
7,450,649
7,448,653
7,448,658
7,446,661
7,446,666
7,444,669
7,444,676
7,444,669
7,446,667
7,446,661
7,448,659
7,448,653
7,450,650
7,450,643
7,452,641
7,452,636
7,454,632
7,454,625
7,456,623
7,456,616
7,458,614
7,458,609
7,460,606
7,460,599
7,462,597
7,462,590
7,464,588
7,464,581
7,466,579
7,466,572
7,468,570
7,468,564
7,470,560
7,470,553
7,472,551
7,472,546
7,474,542
7,474,535
7,476,533
7,476,526
7,478,523
7,478,516
7,480,514
7,480,506
7,482,504
7,482,496
7,484,494
7,484,486
7,485,485
7,485,482
7,486,481
7,486,474
7,488,471
7,488,463
7,489,462
7,489,459
7,490,458
7,490,449
7,492,447
8,498,445
8,498,447
8,499,448
8,499,456
8,500,457
8,500,469
8,501,470
8,501,477
8,502,478
8,502,485
8,503,486
8,503,494
8,504,495
8,504,501
8,505,502
8,505,513
8,506,514
8,506,522
8,507,523
8,507,529
8,508,530
8,508,538
8,509,539
8,509,546
8,510,547
8,510,558
8,511,559
8,511,566
8,512,567
8,513,584
8,514,585
8,514,591
8,515,592
8,515,604
8,516,605
8,516,613
8,517,614
8,517,621
8,518,622
8,518,631
8,519,632
8,519,639
8,520,640
8,520,653
8,521,654
8,521,662
8,522,663
8,522,670
8,523,671
8,523,676
8,523,671
8,522,670
8,522,663
8,521,662
8,521,654
8,520,653
8,520,640
8,519,639
8,519,632
8,518,631
8,518,622
8,517,621
8,517,614
8,516,613
8,516,605
8,515,604
8,515,592
8,514,591
8,514,585
8,513,584
8,512,567
8,511,566
8,511,559
8,510,558
8,510,547
8,509,546
8,509,539
8,508,538
8,508,530
8,507,529
8,507,523
8,506,522
8,506,514
8,505,513
8,505,502
8,504,501
8,504,495
8,503,494
8,503,486
8,502,485
8,502,478
8,501,477
8,501,470
8,500,469
8,500,457
8,499,456
8,499,448
8,498,447
9,503,446
9,503,448
9,504,449
9,504,454
9,506,457
9,506,461
9,508,464
9,508,469
9,510,472
9,510,476
9,512,479
9,512,482
9,514,485
9,514,490
9,516,493
9,516,495
9,518,499
9,518,503
9,520,505
9,520,509
9,522,512
9,522,515
9,524,518
9,524,522
9,525,523
9,525,525
9,526,526
9,526,528
9,528,532
9,528,535
9,530,538
9,530,542
9,534,550
9,534,555
9,538,563
9,538,568
9,540,570
9,540,573
9,542,577
9,542,580
9,544,583
9,544,587
9,546,590
9,546,593
9,548,596
9,548,600
9,550,603
9,550,607
9,552,610
9,552,612
9,554,616
9,554,620
9,556,623
9,556,626
9,558,629
9,558,634
9,560,636
9,560,639
9,561,640
9,561,642
9,562,643
9,562,645
9,564,649
9,564,653
9,566,656
9,566,659
9,568,662
9,568,667
9,570,669
9,570,674
9,571,676
9,570,674
9,570,669
9,568,666
9,568,662
9,566,659
9,566,656
9,564,653
9,564,649
9,563,648
9,563,646
9,562,645
9,562,643
9,560,639
9,560,636
9,558,633
9,558,629
9,556,626
9,556,622
9,554,620
9,554,616
9,553,615
9,552,610
9,550,607
9,550,603
9,548,600
9,548,596
9,546,593
9,546,590
9,544,587
9,544,583
9,542,580
9,542,577
9,540,573
9,540,570
9,538,567
9,538,563
9,536,560
9,536,557
9,534,555
9,534,550
9,530,542
9,530,538
9,528,535
9,528,532
9,526,528
9,526,525
9,524,522
9,524,518
9,522,515
9,522,512
9,520,509
9,520,505
9,518,502
9,518,499
9,516,495
9,516,492
9,514,490
9,514,485
9,512,482
9,512,479
9,510,476
9,510,472
9,508,468
9,508,464
9,506,461
9,506,457
9,504,454
9,504,449
9,503,448
10,504,445
10,506,445
10,508,447
10,508,451
10,510,453
10,511,457
10,514,462
10,514,464
10,518,471
10,518,473
10,522,479
10,524,486
10,526,488
10,528,492
10,528,494
10,530,496
10,534,504
10,534,506
10,536,508
10,540,517
10,542,519
10,542,521
10,548,531
10,548,533
10,552,539
10,552,541
10,554,543
10,554,545
10,558,550
10,558,552
10,562,558
10,562,560
10,566,568
10,568,570
10,568,572
10,572,578
10,572,580
10,578,589
10,578,592
10,580,594
10,588,610
10,588,612
10,590,614
10,598,630
10,598,632
10,600,634
10,608,650
10,608,652
10,610,654
10,618,670
10,618,672
10,620,674
10,620,676
