Hamilton County (Chattanooga),3,4,.,1,498,0.2% lower
East Tennessee Region,6,7,.,105,2635,4.0% higher
Jackson-Madison County,1,1,.,8,532,1.5%
Knoxville-Knox County,3,4,.,2,1408,0.1% lower
Mid-Cumberland Region,8,10,.,8,511,1.6%
Shelby County (Memphis),2,10,.,2,728,0.3% lower
Nashville-Davidson County,4,6,.,8,1110,0.7% lower
Northeast Region,2,3,.,0,137,0.0%
South Central Region,3,3,.,1,221,0.5%
Southeast Region,5,5,.,10,726,1.4%
Sullivan County (Tri-Cities),1,2,.,0,412,0.0% lower
Upper Cumberland Region,4,4,.,6,549,1.1%
West Tennessee Region,6,6,.,1,392,0.3% lower
