Hamilton County (Chattanooga),4,4,.,0,822,0.0% lower
East Tennessee Region,5,7,.,21,2104,1.0%
Jackson-Madison County,0,1,.,0,0,0.0% n/a
Knoxville-Knox County,2,3,.,10,1248,0.8%
Mid-Cumberland Region,10,11,.,13,1130,1.2%
Shelby County (Memphis),8,12,.,16,903,1.8% higher
Nashville-Davidson County,3,5,.,3,1012,0.3%
Northeast Region,1,3,.,0,69,0.0%
South Central Region,3,3,.,0,242,0.0%
Southeast Region,3,5,.,1,335,0.3%
Sullivan County (Tri-Cities),0,1,.,0,0,0.0% n/a
Upper Cumberland Region,4,4,.,1,540,0.2%
West Tennessee Region,6,6,.,0,273,0.0%
