Hamilton County (Chattanooga),4,4,.,0,855,0.0% lower
East Tennessee Region,5,7,.,14,2183,0.6%
Jackson-Madison County,0,1,.,0,0,0.0% n/a
Knoxville-Knox County,1,3,.,4,1292,0.3%
Mid-Cumberland Region,9,11,.,8,1209,0.7%
Shelby County (Memphis),8,12,.,17,759,2.2% higher
Nashville-Davidson County,3,5,.,6,1074,0.6%
Northeast Region,3,3,.,1,215,0.5%
South Central Region,3,3,.,0,227,0.0%
Southeast Region,4,5,.,1,473,0.2%
Sullivan County (Tri-Cities),0,1,.,0,0,0.0% n/a
Upper Cumberland Region,4,4,.,1,383,0.3%
West Tennessee Region,6,6,.,1,303,0.3%
