Hamilton County (Chattanooga),3,4,.,0,414,0.0%
East Tennessee Region,5,8,.,3,860,0.4% higher
Jackson-Madison County,1,2,.,0,510,0.0%
Knoxville-Knox County,4,4,.,0,1135,0.0%
Mid-Cumberland Region,6,10,.,2,606,0.3%
Shelby County (Memphis),0,5,.,0,0,0.0% n/a
Nashville-Davidson County,2,5,.,1,140,0.7% higher
Northeast Region,3,3,.,0,272,0.0%
South Central Region,3,3,.,0,207,0.0%
Southeast Region,3,5,.,0,157,0.0%
Sullivan County (Tri-Cities),2,2,.,0,452,0.0%
Upper Cumberland Region,4,4,.,0,543,0.0%
West Tennessee Region,6,6,.,0,335,0.0%
