Hamilton County (Chattanooga),3,4,.,0,423,0.0%
East Tennessee Region,8,8,.,7,2501,0.3% higher
Jackson-Madison County,1,2,.,0,545,0.0%
Knoxville-Knox County,1,4,.,0,405,0.0%
Mid-Cumberland Region,8,10,.,0,624,0.0%
Shelby County (Memphis),0,5,.,0,0,0.0% n/a
Nashville-Davidson County,1,5,.,0,80,0.0%
Northeast Region,2,3,.,0,171,0.0%
South Central Region,3,3,.,0,214,0.0%
Southeast Region,5,5,.,0,554,0.0%
Sullivan County (Tri-Cities),2,2,.,2,458,0.4%
Upper Cumberland Region,3,4,.,0,359,0.0%
West Tennessee Region,6,6,.,0,330,0.0%
