Hamilton County (Chattanooga),3,4,.,0,629,0.0%
East Tennessee Region,6,7,.,6,2437,0.3%
Jackson-Madison County,0,2,.,0,0,0.0% n/a
Knoxville-Knox County,3,4,.,0,1967,0.0%
Mid-Cumberland Region,7,10,.,0,965,0.0%
Shelby County (Memphis),1,5,.,2,144,1.4% higher
Nashville-Davidson County,2,5,.,1,147,0.7%
Northeast Region,2,3,.,1,132,0.8% higher
South Central Region,3,3,.,0,226,0.0%
Southeast Region,4,5,.,0,471,0.0%
Sullivan County (Tri-Cities),2,2,.,0,655,0.0%
Upper Cumberland Region,3,4,.,1,298,0.3%
West Tennessee Region,5,6,.,0,225,0.0%
